
"timestamp";"PM10~D590-QM[Cairnet CXM24280939]";"in µg/m3";"PM2.5~D590-QM[Cairnet CXM24280939]";"in µg/m3";"PM1~D590-QM[Cairnet CXM24280939]";"in µg/m3";"TC~D590-QM[Cairnet CXM24280939]";"in °C";"HR~D590-QM[Cairnet CXM24280939]";"in %";"BC~0939-QM[Cairnet CXM24280939]";"in %";"Uout~0939-QM[Cairnet CXM24280939]";"in mV";"Uin~0939-QM[Cairnet CXM24280939]";"in mV";"TC~T-QM[Cairnet CXM24280939]";"in °C";"HR~T-QM[Cairnet CXM24280939]";"in %";"PA~T-QM[Cairnet CXM24280939]";"in hPa";"CO~4673-QM[Cairnet CXM24280939]";"in ppb";"O3-NO2~4696-QM[Cairnet CXM24280939]";"in ppb";"NO2~4582-QM[Cairnet CXM24280939]";"in ppb";"SO2~4714-QM[Cairnet CXM24280939]";"in ppb";"O3~0939-QM[Cairnet CXM24280939]";"in ppb"
"(in display TZ)";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc"
"2025-03-01 00:15";62.64;"A";55.34;"A";39.32;"A";3.04;"A";48.1;"A";;"N";;"N";;"N";-2.48;"A";70.23;"A";1016.94;"A";106;"A";27;"A";8;"A";0;"A";19;"A"
"2025-03-01 00:30";62.95;"A";55.53;"A";39.45;"A";2.87;"A";49.18;"A";;"N";;"N";;"N";-2.7;"A";71.84;"A";1017.02;"A";99;"A";27;"A";7;"A";0;"A";20;"A"
"2025-03-01 00:45";62.92;"A";55.41;"A";39.37;"A";2.61;"A";50.19;"A";;"N";;"N";;"N";-2.92;"A";74.41;"A";1017.11;"A";93;"A";26;"A";7;"A";0;"A";19;"A"
"2025-03-01 01:00";66.7;"A";58.97;"A";40.55;"A";2.31;"A";52.16;"A";;"N";;"N";;"N";-3.2;"A";78.01;"A";1017.08;"A";81;"A";27;"A";6;"A";0;"A";20;"A"
"2025-03-01 01:15";75.24;"A";65.29;"A";46.65;"A";2.05;"A";54.02;"A";;"N";;"N";;"N";-3.46;"A";80.68;"A";1017.29;"A";111;"A";26;"A";7;"A";0;"A";19;"A"
"2025-03-01 01:30";72.8;"A";63.98;"A";44.97;"A";1.82;"A";55.47;"A";;"N";;"N";;"N";-3.66;"A";82.54;"A";1017.48;"A";84;"A";26;"A";6;"A";0;"A";20;"A"
"2025-03-01 01:45";73.44;"A";63.2;"A";45.58;"A";1.63;"A";56.31;"A";;"N";;"N";;"N";-3.84;"A";84;"A";1017.43;"A";76;"A";26;"A";5;"A";0;"A";21;"A"
"2025-03-01 02:00";72.93;"A";63.26;"A";44.41;"A";1.4;"A";57.19;"A";;"N";;"N";;"N";-4.06;"A";85.35;"A";1017.31;"A";65;"A";26;"A";5;"A";0;"A";21;"A"
"2025-03-01 02:15";72.23;"A";63.99;"A";44.71;"A";1.14;"A";58;"A";;"N";;"N";;"N";-4.32;"A";86.49;"A";1017.33;"A";54;"A";26;"A";5;"A";0;"A";21;"A"
"2025-03-01 02:30";76.32;"A";67.76;"A";47.7;"A";0.9;"A";59.32;"A";;"N";;"N";;"N";-4.38;"A";87.98;"A";1017.34;"A";51;"A";27;"A";5;"A";0;"A";21;"A"
"2025-03-01 02:45";76.08;"A";58.33;"A";48.89;"A";0.87;"A";60.03;"A";;"N";;"N";;"N";-4.33;"A";88.46;"A";1017.23;"A";49;"A";26;"A";5;"A";0;"A";21;"A"
"2025-03-01 03:00";77.41;"A";57.58;"A";50.42;"A";1.12;"A";59.96;"A";;"N";;"N";;"N";-4.26;"A";88.71;"A";1017.21;"A";54;"A";27;"A";5;"A";0;"A";21;"A"
"2025-03-01 03:15";78.11;"A";58.1;"A";50.88;"A";1.22;"A";60.06;"A";;"N";;"N";;"N";-4.22;"A";88.91;"A";1017.2;"A";57;"A";27;"A";6;"A";0;"A";21;"A"
"2025-03-01 03:30";77.87;"A";57.93;"A";50.72;"A";1.35;"A";59.97;"A";;"N";;"N";;"N";-4.17;"A";89.02;"A";1017.31;"A";48;"A";26;"A";5;"A";0;"A";21;"A"
"2025-03-01 03:45";72.37;"A";53.82;"A";47.12;"A";1.27;"A";59.96;"A";;"N";;"N";;"N";-4.31;"A";89.19;"A";1017.27;"A";44;"A";26;"A";5;"A";0;"A";22;"A"
"2025-03-01 04:00";71.29;"A";53.01;"A";46.42;"A";1.27;"A";60.06;"A";;"N";;"N";;"N";-4.31;"A";89.78;"A";1017.44;"A";39;"A";27;"A";5;"A";0;"A";22;"A"
"2025-03-01 04:15";78.07;"A";58.08;"A";50.85;"A";1.44;"A";60.01;"A";;"N";;"N";;"N";-4.22;"A";90.82;"A";1017.42;"A";44;"A";26;"A";5;"A";0;"A";21;"A"
"2025-03-01 04:30";81.95;"A";60.97;"A";53.39;"A";1.82;"A";60.01;"A";;"N";;"N";;"N";-4.04;"A";91.25;"A";1017.5;"A";44;"A";26;"A";5;"A";0;"A";21;"A"
"2025-03-01 04:45";80.88;"A";60.17;"A";52.69;"A";1.92;"A";60;"A";;"N";;"N";;"N";-3.94;"A";91.31;"A";1017.57;"A";40;"A";26;"A";5;"A";0;"A";21;"A"
"2025-03-01 05:00";81.41;"A";60.57;"A";53.04;"A";2.06;"A";60.04;"A";;"N";;"N";;"N";-3.87;"A";91.28;"A";1017.69;"A";47;"A";26;"A";5;"A";0;"A";20;"A"
"2025-03-01 05:15";78.49;"A";58.39;"A";51.12;"A";2.1;"A";59.94;"A";;"N";;"N";;"N";-3.79;"A";90.81;"A";1017.66;"A";49;"A";27;"A";7;"A";0;"A";20;"A"
"2025-03-01 05:30";76.57;"A";56.95;"A";49.87;"A";2.22;"A";60.01;"A";;"N";;"N";;"N";-3.74;"A";90.53;"A";1017.67;"A";55;"A";27;"A";8;"A";0;"A";19;"A"
"2025-03-01 05:45";72.9;"A";54.22;"A";47.47;"A";2.22;"A";60;"A";;"N";;"N";;"N";-3.69;"A";90.09;"A";1017.73;"A";48;"A";26;"A";7;"A";0;"A";19;"A"
"2025-03-01 06:00";71.22;"A";54.89;"A";46.23;"A";2.06;"A";59.93;"A";;"N";;"N";;"N";-3.65;"A";89.44;"A";1017.72;"A";47;"A";28;"A";7;"A";0;"A";20;"A"
"2025-03-01 06:15";71.78;"A";53.38;"A";46.74;"A";2.12;"A";59.98;"A";;"N";;"N";;"N";-3.76;"A";89.59;"A";1017.7;"A";53;"A";28;"A";6;"A";0;"A";22;"A"
"2025-03-01 06:30";64.26;"A";47.76;"A";41.81;"A";2.18;"A";59.93;"A";;"N";;"N";;"N";-3.7;"A";89.12;"A";1017.86;"A";43;"A";27;"A";6;"A";0;"A";21;"A"
"2025-03-01 06:45";61.77;"A";48.83;"A";39.2;"A";1.88;"A";59.99;"A";;"N";;"N";;"N";-3.77;"A";88.57;"A";1017.79;"A";49;"A";28;"A";7;"A";0;"A";21;"A"
"2025-03-01 07:00";59.52;"A";46.1;"A";38.31;"A";1.84;"A";59.92;"A";;"N";;"N";;"N";-3.77;"A";88.57;"A";1017.92;"A";48;"A";28;"A";8;"A";0;"A";20;"A"
"2025-03-01 07:15";59.12;"A";45.22;"A";37.88;"A";1.92;"A";59.93;"A";;"N";;"N";;"N";-3.69;"A";88.35;"A";1018.01;"A";44;"A";28;"A";8;"A";0;"A";20;"A"
"2025-03-01 07:30";56.68;"A";43.97;"A";36.6;"A";2.03;"A";59.89;"A";;"N";;"N";;"N";-3.57;"A";87.86;"A";1017.97;"A";56;"A";28;"A";8;"A";0;"A";20;"A"
"2025-03-01 07:45";56.07;"A";42.34;"A";36.26;"A";1.9;"A";59.99;"A";;"N";;"N";;"N";-3.41;"A";87.13;"A";1018;"A";51;"A";28;"A";9;"A";0;"A";20;"A"
"2025-03-01 08:00";58.86;"A";53.38;"A";37.55;"A";1.87;"A";59.75;"A";;"N";;"N";;"N";-3.32;"A";86.31;"A";1018.02;"A";49;"A";29;"A";7;"A";0;"A";22;"A"
"2025-03-01 08:15";64.54;"A";57.13;"A";40.23;"A";1.86;"A";59.65;"A";;"N";;"N";;"N";-3.26;"A";86;"A";1018.06;"A";48;"A";30;"A";7;"A";0;"A";22;"A"
"2025-03-01 08:30";61.94;"A";53;"A";39.73;"A";1.81;"A";59.94;"A";;"N";;"N";;"N";-3.22;"A";85.68;"A";1018.03;"A";43;"A";30;"A";7;"A";0;"A";23;"A"
"2025-03-01 08:45";62.14;"A";47.5;"A";40.34;"A";2;"A";59.96;"A";;"N";;"N";;"N";-3.08;"A";85.66;"A";1018.16;"A";55;"A";29;"A";8;"A";0;"A";21;"A"
"2025-03-01 09:00";62.69;"A";57.04;"A";40.04;"A";2.04;"A";59.78;"A";;"N";;"N";;"N";-2.91;"A";84.81;"A";1018.2;"A";67;"A";29;"A";10;"A";0;"A";20;"A"
"2025-03-01 09:15";58.95;"A";51.18;"A";37.19;"A";2.08;"A";59.8;"A";;"N";;"N";;"N";-2.84;"A";84.71;"A";1018.36;"A";74;"A";30;"A";11;"A";0;"A";19;"A"
"2025-03-01 09:30";54.39;"A";48.86;"A";33.99;"A";2.15;"A";59.25;"A";;"N";;"N";;"N";-2.86;"A";83.3;"A";1018.32;"A";53;"A";30;"A";10;"A";0;"A";20;"A"
"2025-03-01 09:45";57.73;"A";51.44;"A";36.73;"A";2.25;"A";59;"A";;"N";;"N";;"N";-2.71;"A";83.52;"A";1018.43;"A";77;"A";31;"A";12;"A";0;"A";19;"A"
"2025-03-01 10:00";47.67;"A";42.84;"A";29.78;"A";2.36;"A";58.78;"A";;"N";;"N";;"N";-2.48;"A";81.64;"A";1018.48;"A";48;"A";31;"A";9;"A";0;"A";22;"A"
"2025-03-01 10:15";42.1;"A";37.89;"A";26.59;"A";2.52;"A";57.97;"A";;"N";;"N";;"N";-2.19;"A";79.43;"A";1018.3;"A";45;"A";32;"A";9;"A";0;"A";23;"A"
"2025-03-01 10:30";43.99;"A";39.69;"A";27.54;"A";2.84;"A";57.5;"A";;"N";;"N";;"N";-1.58;"A";77.1;"A";1018.2;"A";52;"A";32;"A";10;"A";0;"A";22;"A"
"2025-03-01 10:45";40.81;"A";36.58;"A";26.31;"A";3.3;"A";56.24;"A";;"N";;"N";;"N";-1.12;"A";74.04;"A";1018.11;"A";47;"A";32;"A";8;"A";0;"A";23;"A"
"2025-03-01 11:00";37.85;"A";34.13;"A";24.92;"A";3.81;"A";54.31;"A";;"N";;"N";;"N";-0.54;"A";70.83;"A";1018.14;"A";52;"A";33;"A";9;"A";0;"A";24;"A"
"2025-03-01 11:15";34.72;"A";30.48;"A";21.6;"A";4.55;"A";53.3;"A";;"N";;"N";;"N";0.53;"A";65;"A";1017.96;"A";48;"A";32;"A";9;"A";0;"A";23;"A"
