
"timestamp";"PM10~D590-QM[Cairnet CXM24280939]";"in µg/m3";"PM2.5~D590-QM[Cairnet CXM24280939]";"in µg/m3";"PM1~D590-QM[Cairnet CXM24280939]";"in µg/m3";"TC~D590-QM[Cairnet CXM24280939]";"in °C";"HR~D590-QM[Cairnet CXM24280939]";"in %";"BC~0939-QM[Cairnet CXM24280939]";"in %";"Uout~0939-QM[Cairnet CXM24280939]";"in mV";"Uin~0939-QM[Cairnet CXM24280939]";"in mV";"TC~T-QM[Cairnet CXM24280939]";"in °C";"HR~T-QM[Cairnet CXM24280939]";"in %";"PA~T-QM[Cairnet CXM24280939]";"in hPa";"CO~4673-QM[Cairnet CXM24280939]";"in ppb";"O3-NO2~4696-QM[Cairnet CXM24280939]";"in ppb";"NO2~4582-QM[Cairnet CXM24280939]";"in ppb";"SO2~4714-QM[Cairnet CXM24280939]";"in ppb";"O3~0939-QM[Cairnet CXM24280939]";"in ppb"
"(in display TZ)";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc"
"2025-08-01 12:45";7.21;"A";4.53;"A";3.23;"A";37.71;"A";24.35;"A";99.91;"A";4196.93;"A";4210.67;"A";29.9;"A";31.78;"A";998.72;"A";117;"A";42;"A";6;"A";0;"A";36;"A"
"2025-08-01 13:00";6.12;"A";4.11;"A";3.11;"A";37.84;"A";24.03;"A";99.96;"A";4196.6;"A";4208.93;"A";29.98;"A";31.54;"A";998.62;"A";118;"A";43;"A";7;"A";0;"A";36;"A"
"2025-08-01 13:15";5.03;"A";3.66;"A";2.79;"A";37.96;"A";23.74;"A";99.93;"A";4177.13;"A";4187.73;"A";30.27;"A";30.84;"A";998.7;"A";113;"A";43;"A";7;"A";0;"A";36;"A"
"2025-08-01 13:30";5.74;"A";3.98;"A";2.82;"A";35.64;"A";21.99;"A";99.73;"A";4180.4;"A";4192.07;"A";30.79;"A";30.06;"A";998.59;"A";129;"A";43;"A";7;"A";0;"A";36;"A"
"2025-08-01 13:45";4.96;"A";3.52;"A";2.7;"A";38.5;"A";22.52;"A";99.79;"A";4195.73;"A";4208.67;"A";31.01;"A";28.5;"A";998.65;"A";116;"A";44;"A";6;"A";0;"A";38;"A"
"2025-08-01 14:00";5.22;"A";3.93;"A";2.78;"A";38.78;"A";21.95;"A";99.86;"A";4196.4;"A";4209;"A";31.15;"A";28.28;"A";998.63;"A";124;"A";46;"A";7;"A";0;"A";38;"A"
"2025-08-01 14:15";5.92;"A";3.99;"A";2.78;"A";39.07;"A";21.97;"A";99.92;"A";4192.8;"A";4205.13;"A";31.43;"A";28.83;"A";998.67;"A";133;"A";44;"A";7;"A";0;"A";37;"A"
"2025-08-01 14:30";6.23;"A";3.74;"A";2.82;"A";39.28;"A";21.66;"A";99.89;"A";4196.33;"A";4208.4;"A";31.36;"A";28.47;"A";998.63;"A";134;"A";45;"A";8;"A";0;"A";37;"A"
"2025-08-01 14:45";5.39;"A";3.69;"A";2.67;"A";39.21;"A";21.76;"A";99.88;"A";4176.13;"A";4186.4;"A";31.28;"A";29.01;"A";998.65;"A";129;"A";45;"A";7;"A";0;"A";38;"A"
"2025-08-01 15:00";5.73;"A";4.21;"A";2.84;"A";39.04;"A";22.01;"A";99.69;"A";4179.6;"A";4191.53;"A";31.1;"A";29.52;"A";998.6;"A";127;"A";44;"A";8;"A";0;"A";37;"A"
"2025-08-01 15:15";6.01;"A";4.13;"A";3.08;"A";38.88;"A";22.49;"A";99.76;"A";4195.4;"A";4208.93;"A";31.04;"A";29.77;"A";998.76;"A";128;"A";43;"A";7;"A";0;"A";37;"A"
"2025-08-01 15:30";5.27;"A";3.64;"A";2.7;"A";38.72;"A";22.46;"A";99.85;"A";4195.8;"A";4209;"A";30.78;"A";30.2;"A";998.66;"A";118;"A";45;"A";7;"A";0;"A";38;"A"
"2025-08-01 15:45";6.25;"A";3.8;"A";2.95;"A";38.55;"A";22.85;"A";99.91;"A";4195;"A";4208.33;"A";30.72;"A";29.95;"A";998.74;"A";138;"A";44;"A";7;"A";0;"A";37;"A"
"2025-08-01 16:00";4.48;"A";3.11;"A";2.45;"A";38.4;"A";22.41;"A";99.92;"A";4196.53;"A";4208.8;"A";30.64;"A";29.71;"A";998.88;"A";119;"A";47;"A";8;"A";0;"A";39;"A"
"2025-08-01 16:15";5.39;"A";3.76;"A";2.67;"A";38.27;"A";22.48;"A";99.9;"A";4176.6;"A";4186.67;"A";30.69;"A";28.97;"A";998.84;"A";118;"A";46;"A";7;"A";0;"A";39;"A"
"2025-08-01 16:30";4.51;"A";3.27;"A";2.58;"A";38.17;"A";22.41;"A";99.7;"A";4179.73;"A";4191.67;"A";30.5;"A";29.37;"A";998.85;"A";119;"A";47;"A";7;"A";0;"A";40;"A"
"2025-08-01 16:45";5.72;"A";3.66;"A";2.55;"A";38.03;"A";22.61;"A";99.77;"A";4195.4;"A";4208.4;"A";30.48;"A";29.77;"A";998.79;"A";117;"A";46;"A";7;"A";0;"A";39;"A"
"2025-08-01 17:00";5.03;"A";3.37;"A";2.63;"A";37.91;"A";22.85;"A";99.85;"A";4195.87;"A";4209.27;"A";30.23;"A";29.96;"A";998.68;"A";112;"A";46;"A";6;"A";0;"A";40;"A"
"2025-08-01 17:15";5.4;"A";3.86;"A";2.65;"A";37.77;"A";22.89;"A";99.92;"A";4196.93;"A";4210.27;"A";30.06;"A";30.12;"A";998.69;"A";118;"A";47;"A";7;"A";0;"A";40;"A"
"2025-08-01 17:30";5.07;"A";3.5;"A";2.59;"A";37.59;"A";23.06;"A";99.96;"A";4196.73;"A";4209.47;"A";30.11;"A";29.89;"A";998.81;"A";111;"A";46;"A";7;"A";0;"A";39;"A"
"2025-08-01 17:45";4.36;"A";3.63;"A";2.54;"A";37.48;"A";23.17;"A";99.95;"A";4179.6;"A";4190.67;"A";29.89;"A";30.21;"A";998.72;"A";117;"A";47;"A";7;"A";0;"A";39;"A"
"2025-08-01 18:00";5.09;"A";3.81;"A";2.84;"A";37.41;"A";23.51;"A";99.75;"A";4180.53;"A";4192.67;"A";29.79;"A";31.11;"A";998.71;"A";120;"A";47;"A";8;"A";0;"A";39;"A"
"2025-08-01 18:15";5.34;"A";3.67;"A";2.73;"A";37.23;"A";24.03;"A";99.81;"A";4195.6;"A";4208.73;"A";29.74;"A";31.38;"A";998.66;"A";122;"A";46;"A";7;"A";0;"A";39;"A"
"2025-08-01 18:30";5.26;"A";3.53;"A";2.72;"A";37.06;"A";24.25;"A";99.89;"A";4196.33;"A";4209;"A";29.47;"A";31.72;"A";998.72;"A";112;"A";46;"A";7;"A";0;"A";39;"A"
"2025-08-01 18:45";5.09;"A";3.92;"A";2.78;"A";36.94;"A";24.61;"A";99.94;"A";4197;"A";4210.27;"A";29.22;"A";32.89;"A";998.82;"A";115;"A";46;"A";7;"A";0;"A";39;"A"
"2025-08-01 19:00";4.95;"A";3.74;"A";2.82;"A";36.76;"A";25.13;"A";99.91;"A";4174.4;"A";4184.13;"A";28.99;"A";33.57;"A";998.95;"A";113;"A";45;"A";6;"A";0;"A";38;"A"
"2025-08-01 19:15";5.4;"A";3.85;"A";2.93;"A";36.51;"A";25.45;"A";99.75;"A";4187.4;"A";4200.47;"A";28.76;"A";34.03;"A";999.03;"A";121;"A";44;"A";7;"A";0;"A";38;"A"
"2025-08-01 19:30";5.5;"A";3.9;"A";2.87;"A";36.23;"A";25.82;"A";99.83;"A";4195.6;"A";4209.2;"A";28.57;"A";34.4;"A";999.15;"A";120;"A";46;"A";7;"A";0;"A";39;"A"
"2025-08-01 19:45";5.15;"A";4.31;"A";3.06;"A";36.01;"A";26.35;"A";99.9;"A";4196.4;"A";4209.87;"A";28.34;"A";35.06;"A";999.32;"A";124;"A";47;"A";8;"A";0;"A";39;"A"
"2025-08-01 20:00";5.78;"A";4.17;"A";3.14;"A";35.82;"A";26.86;"A";99.95;"A";4194.6;"A";4207.4;"A";28.09;"A";35.7;"A";999.41;"A";146;"A";47;"A";8;"A";0;"A";39;"A"
"2025-08-01 20:15";7.7;"A";5.44;"A";3.99;"A";35.59;"A";27.5;"A";99.96;"A";4197;"A";4210.07;"A";27.71;"A";36.87;"A";999.65;"A";183;"A";47;"A";10;"A";0;"A";36;"A"
"2025-08-01 20:30";11.76;"A";7.93;"A";5.56;"A";35.32;"A";28.12;"A";99.89;"A";4169.4;"A";4179.2;"A";27.34;"A";37.92;"A";999.74;"A";230;"A";45;"A";12;"A";0;"A";33;"A"
"2025-08-01 20:45";9.35;"A";6.91;"A";5.05;"A";34.98;"A";28.7;"A";99.72;"A";4187.07;"A";4199.93;"A";26.96;"A";38.8;"A";999.72;"A";216;"A";46;"A";16;"A";0;"A";29;"A"
"2025-08-01 21:00";8.61;"A";6.51;"A";4.57;"A";34.59;"A";29.39;"A";99.81;"A";4195.6;"A";4209.07;"A";26.63;"A";39.65;"A";999.92;"A";186;"A";44;"A";15;"A";0;"A";30;"A"
"2025-08-01 21:15";10.81;"A";8.61;"A";6.63;"A";34.22;"A";29.94;"A";99.88;"A";4189.27;"A";4202;"A";26.27;"A";40.31;"A";999.95;"A";227;"A";45;"A";19;"A";0;"A";26;"A"
"2025-08-01 21:30";9.48;"A";7.84;"A";5.86;"A";33.87;"A";30.41;"A";99.7;"A";4164.47;"A";4174.2;"A";25.95;"A";40.94;"A";999.89;"A";219;"A";43;"A";17;"A";0;"A";26;"A"
"2025-08-01 21:45";9.95;"A";7.56;"A";6.05;"A";33.51;"A";30.97;"A";99.68;"A";4194.6;"A";4208.87;"A";25.63;"A";41.55;"A";1000.03;"A";181;"A";43;"A";14;"A";0;"A";29;"A"
"2025-08-01 22:00";9.85;"A";7.4;"A";5.5;"A";33.18;"A";31.49;"A";99.79;"A";4195.4;"A";4209.27;"A";25.34;"A";42.23;"A";1000.12;"A";187;"A";42;"A";16;"A";0;"A";26;"A"
"2025-08-01 22:15";10.53;"A";8.56;"A";6.39;"A";32.88;"A";32;"A";99.88;"A";4195.8;"A";4208.93;"A";25.12;"A";42.81;"A";1000.2;"A";178;"A";42;"A";16;"A";0;"A";26;"A"
"2025-08-01 22:30";13.94;"A";11.33;"A";8.79;"A";32.61;"A";32.59;"A";99.94;"A";4196.67;"A";4209.73;"A";24.94;"A";43.41;"A";1000.09;"A";195;"A";41;"A";14;"A";0;"A";27;"A"
"2025-08-01 22:45";14.28;"A";11.98;"A";9.37;"A";32.39;"A";33.15;"A";99.97;"A";4196.6;"A";4208.73;"A";24.83;"A";43.94;"A";1000.06;"A";214;"A";40;"A";15;"A";0;"A";25;"A"
"2025-08-01 23:00";13.99;"A";10.82;"A";8.41;"A";32.2;"A";33.58;"A";99.98;"A";4194.67;"A";4207.6;"A";24.55;"A";44.63;"A";1000.01;"A";196;"A";40;"A";18;"A";0;"A";23;"A"
"2025-08-01 23:15";12.23;"A";9.9;"A";7.53;"A";31.99;"A";33.91;"A";99.82;"A";4160.47;"A";4169;"A";24.26;"A";45.49;"A";1000.03;"A";183;"A";39;"A";14;"A";0;"A";25;"A"
"2025-08-01 23:30";11.16;"A";9.06;"A";7.07;"A";31.75;"A";34.52;"A";99.71;"A";4194.27;"A";4208.47;"A";23.94;"A";46.63;"A";1000.15;"A";179;"A";38;"A";16;"A";0;"A";23;"A"
"2025-08-01 23:45";10.83;"A";8.71;"A";6.76;"A";31.45;"A";35.21;"A";99.82;"A";4195.6;"A";4209.07;"A";23.57;"A";47.97;"A";1000.3;"A";183;"A";37;"A";17;"A";0;"A";20;"A"
"2025-08-02 00:00";13.83;"A";10.71;"A";8.43;"A";31.14;"A";36.04;"A";99.89;"A";4195.87;"A";4209.27;"A";23.25;"A";49.3;"A";1000.33;"A";258;"A";36;"A";29;"A";0;"A";7;"A"
"2025-08-02 00:15";16.46;"A";13.09;"A";10.18;"A";30.85;"A";36.86;"A";99.94;"A";4190.27;"A";4203;"A";23.03;"A";50.39;"A";1000.36;"A";276;"A";33;"A";31;"A";0;"A";3;"A"
"2025-08-02 00:30";14.3;"A";11.36;"A";8.67;"A";30.57;"A";37.73;"A";99.76;"A";4165.8;"A";4176.27;"A";22.82;"A";51.37;"A";1000.37;"A";245;"A";32;"A";25;"A";0;"A";6;"A"
