Березень_ПОСТ2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Час вимірювання (локальний час CairCloud);Чорний вуглець, %;"QC (чорний вуглець)
";"Вихідна напруга (Uвих), мВ
";QC (вихідна напруга);Вхідна напруга (Uвх), мВ;QC (вхідна напруга);"Масова концентрація частинок PM??, мкг/м?
";"QC (PM??)
";"Масова концентрація частинок PM???, мкг/м?
";"QC (PM???)
";"Масова концентрація частинок PM?, мкг/м?
";"QC (PM?)
";Температура модуля PM (внутрішня), °C;"QC (температура модуля)
";"Відносна вологість модуля PM (внутрішня), %
";"QC (відносна вологість)
";"Оксиди озону та азоту (O?–NO?), ppb
";QC (O?–NO?);"Температура повітря (зовнішня)
";"QC (температура повітря)
";"Відносна вологість повітря (зовнішня), %


";"QC (відносна вологість)
";Атмосферний тиск, гПа;"QC (атмосферний тиск)
";"Озон (O?), ppb
";"QC (озон)
";"Діоксид сірки (SO?), ppb
";"QC (діоксид сірки)
";"Діоксид азоту (NO?), ppb
";"QC (діоксид азоту)
";"Оксид вуглецю (CO), ppb
";"QC (оксид вуглецю)
";"Швидкість вітру, м/с
";"QC (швидкість вітру)
";"Напрямок вітру, градуси
";QC (напрямок вітру)
19.03.2025 02:30;94.41;A;4213.2;A;4212.67;A;11.41;A;8.26;A;6.09;A;4.85;A;42.18;A;21;A;-0.69;A;53.96;A;1019.05;A;16;A;1;A;4;A;118;A;0;A;343.33;A
19.03.2025 02:45;94.42;A;4213.67;A;4212.53;A;12.24;A;9;A;6.36;A;4.72;A;42.33;A;21;A;-0.89;A;54.75;A;1019.11;A;16;A;1;A;5;A;128;A;0.33;A;270;A
19.03.2025 03:00;94.43;A;4213.73;A;4213.2;A;11.33;A;8.94;A;6.37;A;4.59;A;42.65;A;21;A;-0.98;A;55.4;A;1019.12;A;16;A;1;A;5;A;130;A;0.33;A;340;A
19.03.2025 03:15;94.44;A;4213.8;A;4212.8;A;12.54;A;9.14;A;6.4;A;4.46;A;43.45;A;20;A;-1.15;A;56.5;A;1019.05;A;16;A;1;A;4;A;127;A;0.33;A;270;A
19.03.2025 03:30;94.44;A;4213.87;A;4213.2;A;13.17;A;9.47;A;6.69;A;4.31;A;43.84;A;20;A;-1.29;A;57.07;A;1019.08;A;16;A;1;A;5;A;132;A;0.33;A;203.33;A
19.03.2025 03:45;94.39;A;4201.67;A;4199.13;A;13.63;A;10.04;A;7.12;A;4.21;A;43.96;A;20;A;-1.31;A;56.91;A;1019.29;A;16;A;1;A;4;A;129;A;0;A;206.67;A
19.03.2025 04:00;94.34;A;4212.47;A;4212.13;A;14.53;A;10.79;A;7.86;A;4.12;A;44.7;A;20;A;-1.35;A;57.74;A;1019.42;A;15;A;1;A;6;A;132;A;0;A;150;A
19.03.2025 04:15;94.38;A;4213;A;4212.6;A;14.84;A;11.38;A;7.91;A;4.09;A;45.32;A;20;A;-1.33;A;59.35;A;1019.5;A;14;A;1;A;6;A;128;A;0;A;146.67;A
19.03.2025 04:30;94.4;A;4213.27;A;4212.33;A;16.73;A;11.97;A;8.53;A;4.04;A;46.4;A;20;A;-1.36;A;60.06;A;1019.62;A;14;A;1;A;5;A;127;A;0;A;210;A
19.03.2025 04:45;94.42;A;4213.67;A;4212.73;A;15.49;A;11.8;A;8.38;A;4.02;A;46.71;A;19;A;-1.38;A;60.7;A;1019.79;A;14;A;1;A;6;A;124;A;0;A;240;A
19.03.2025 05:00;94.43;A;4213.67;A;4212.47;A;14.64;A;11.14;A;7.75;A;4.03;A;46.96;A;19;A;-1.37;A;61.06;A;1019.83;A;14;A;1;A;5;A;119;A;0;A;260;A
19.03.2025 05:15;94.39;A;4205.6;A;4203.33;A;14.3;A;10.74;A;7.59;A;4;A;47.65;A;19;A;-1.46;A;62.66;A;1019.96;A;14;A;1;A;5;A;121;A;0;A;213.33;A
19.03.2025 05:30;94.37;A;4212.87;A;4212.07;A;14.5;A;11;A;7.99;A;3.94;A;48.05;A;18;A;-1.55;A;62.35;A;1019.99;A;13;A;1;A;5;A;129;A;0;A;196.67;A
19.03.2025 05:45;94.4;A;4212.93;A;4212.87;A;14.25;A;10.81;A;7.83;A;3.82;A;48.04;A;19;A;-1.59;A;62.36;A;1020.12;A;14;A;1;A;5;A;121;A;0;A;210;A
19.03.2025 06:00;94.42;A;4213.67;A;4212.73;A;16.16;A;11.46;A;8.04;A;3.74;A;48.63;A;18;A;-1.65;A;63.7;A;1020.28;A;13;A;2;A;5;A;121;A;0;A;166.67;A
19.03.2025 06:15;94.43;A;4213.73;A;4212.4;A;17.06;A;11.99;A;8.48;A;3.73;A;49.07;A;18;A;-1.65;A;63.47;A;1020.41;A;12;A;1;A;5;A;135;A;0;A;233.33;A
19.03.2025 06:30;94.44;A;4213.8;A;4213.13;A;16.2;A;11.88;A;8.16;A;3.73;A;49.41;A;18;A;-1.55;A;63.91;A;1020.6;A;12;A;1;A;6;A;149;A;0;A;226.67;A
19.03.2025 06:45;94.4;A;4206.93;A;4207;A;15.96;A;11.35;A;7.96;A;3.94;A;49.38;A;18;A;-0.78;A;61.65;A;1020.69;A;11;A;0;A;7;A;158;A;0;A;330;A
19.03.2025 07:00;94.4;A;4212.73;A;4212.73;A;14.3;A;10.76;A;7.55;A;4.88;A;48.09;A;17;A;0.76;A;57.36;A;1020.74;A;12;A;0;A;5;A;163;A;1;A;346.67;A
19.03.2025 07:15;94.42;A;4212.87;A;4213.6;A;17.5;A;12.51;A;9.01;A;6.38;A;44.28;A;19;A;1.48;A;53.38;A;1020.72;A;13;A;0;A;6;A;168;A;1.33;A;336.67;A
19.03.2025 07:30;94.43;A;4212.87;A;4213.33;A;15.6;A;11.15;A;7.9;A;7.57;A;41.55;A;20;A;2.98;A;50.86;A;1020.86;A;14;A;0;A;6;A;142;A;0.67;A;330;A
19.03.2025 07:45;94.41;A;4203.27;A;4203;A;37.45;A;19.39;A;12.5;A;9.06;A;38.8;A;19;A;4.15;A;47.1;A;1021.02;A;13;A;0;A;7;A;213;A;0.67;A;346.67;A
19.03.2025 08:00;94.35;A;4211.93;A;4213.4;A;12.53;A;9.47;A;6.75;A;10.52;A;35.84;A;21;A;5.13;A;44.35;A;1020.89;A;14;A;0;A;7;A;175;A;0.67;A;340;A
19.03.2025 08:15;94.39;A;4212.4;A;4214.07;A;13.61;A;9.33;A;6.74;A;11.67;A;33.75;A;21;A;5.56;A;43.31;A;1020.94;A;14;A;0;A;7;A;169;A;0.33;A;163.33;A
19.03.2025 08:30;94.41;A;4212.67;A;4214.2;A;12.9;A;9.48;A;6.78;A;12.45;A;33.14;A;21;A;6.18;A;43.21;A;1021.02;A;13;A;0;A;8;A;172;A;0;A;323.33;A
19.03.2025 08:45;94.42;A;4212.87;A;4214.8;A;13.09;A;8.84;A;6.42;A;13.44;A;32.58;A;22;A;7.2;A;42.68;A;1021.07;A;13;A;0;A;9;A;204;A;0.67;A;340;A
19.03.2025 09:00;94.43;A;4212.8;A;4215.07;A;15.65;A;11.65;A;8.45;A;14.34;A;31.98;A;24;A;7.92;A;41.39;A;1020.96;A;16;A;0;A;8;A;178;A;0.67;A;343.33;A
19.03.2025 09:15;94.44;A;4212.73;A;4214.8;A;12.32;A;8.44;A;5.7;A;15.21;A;31.66;A;26;A;8.93;A;40.86;A;1020.97;A;17;A;0;A;8;A;189;A;0;A;156.67;A
19.03.2025 09:30;94.44;A;4212.8;A;4214.6;A;11.85;A;8.03;A;5.4;A;16.02;A;30.81;A;26;A;9.31;A;40.36;A;1020.95;A;19;A;0;A;8;A;186;A;0.33;A;163.33;A
19.03.2025 09:45;94.44;A;4211.27;A;4213;A;9.03;A;5.95;A;4.18;A;16.67;A;29.86;A;27;A;9.82;A;39.04;A;1020.87;A;21;A;0;A;7;A;157;A;0.33;A;116.67;A
19.03.2025 10:00;94.27;A;4184.07;A;4182.2;A;8.03;A;5.72;A;3.88;A;17.26;A;28.94;A;29;A;9.78;A;38.27;A;1020.8;A;22;A;0;A;6;A;133;A;0;A;123.33;A
19.03.2025 10:15;94.19;A;4209.87;A;4213.13;A;8.06;A;5.15;A;3.33;A;17.14;A;28.37;A;33;A;8.96;A;39.26;A;1020.97;A;23;A;0;A;10;A;108;A;0.67;A;196.67;A
19.03.2025 10:30;94.28;A;4211.13;A;4213.13;A;9.32;A;6.46;A;4.81;A;16.18;A;29;A;31;A;8.15;A;40.93;A;1020.99;A;23;A;0;A;9;A;168;A;0.33;A;156.67;A
19.03.2025 10:45;94.34;A;4211.8;A;4213.4;A;8.88;A;6.46;A;4.48;A;15.18;A;30.75;A;29;A;7.99;A;41.09;A;1021.04;A;23;A;0;A;6;A;177;A;0.33;A;170;A
19.03.2025 11:00;94.38;A;4212.47;A;4213.73;A;8.55;A;5.99;A;4.39;A;14.69;A;30.95;A;30;A;8.39;A;39.95;A;1020.82;A;24;A;0;A;6;A;155;A;1;A;343.33;A
19.03.2025 11:15;94.4;A;4212.73;A;4214.33;A;8.77;A;5.86;A;4.05;A;14.73;A;30.76;A;29;A;8.63;A;38.76;A;1020.79;A;25;A;0;A;4;A;138;A;0.33;A;100;A
19.03.2025 11:30;94.42;A;4212.67;A;4214.27;A;9.67;A;6.72;A;4.9;A;14.94;A;30.59;A;30;A;8.69;A;39.33;A;1020.68;A;24;A;0;A;7;A;153;A;0.33;A;166.67;A
19.03.2025 11:45;94.43;A;4212.8;A;4214;A;6.7;A;5.06;A;3.61;A;14.95;A;30.62;A;30;A;8.66;A;38.93;A;1020.68;A;24;A;0;A;6;A;140;A;0.67;A;43.33;A
19.03.2025 12:00;94.32;A;4186.8;A;4184.67;A;8.23;A;5.3;A;3.97;A;14.96;A;30.77;A;30;A;8.53;A;39.86;A;1020.66;A;24;A;0;A;6;A;170;A;0.33;A;96.67;A
19.03.2025 12:15;94.19;A;4210.2;A;4212.53;A;13.22;A;7.77;A;5.55;A;14.82;A;31.65;A;29;A;8.62;A;40.89;A;1020.53;A;22;A;0;A;8;A;149;A;0;A;83.33;A
19.03.2025 12:30;94.29;A;4211.27;A;4212.8;A;7.72;A;5.85;A;4.22;A;14.71;A;31.85;A;29;A;8.25;A;41.43;A;1020.46;A;23;A;0;A;6;A;127;A;0;A;123.33;A
19.03.2025 12:45;94.35;A;4211.8;A;4213.33;A;7.18;A;5.57;A;4.46;A;14.47;A;32.14;A;30;A;8.19;A;41.8;A;1020.32;A;23;A;0;A;6;A;148;A;0.67;A;263.33;A
19.03.2025 13:00;94.38;A;4212.73;A;4213.8;A;8.31;A;5.92;A;4.13;A;14.23;A;32.66;A;30;A;8.01;A;41.79;A;1020.35;A;23;A;0;A;6;A;155;A;0.33;A;346.67;A
19.03.2025 13:15;94.41;A;4212.8;A;4213.8;A;8.99;A;6.7;A;5;A;14.03;A;33.28;A;30;A;7.84;A;43.16;A;1020.43;A;22;A;0;A;7;A;259;A;0;A;40;A
19.03.2025 13:30;94.36;A;4201.07;A;4200.8;A;15.57;A;11.89;A;8.72;A;13.82;A;34.36;A;29;A;7.83;A;44.63;A;1020.43;A;22;A;0;A;7;A;220;A;0.67;A;263.33;A
19.03.2025 13:45;94.33;A;4211.8;A;4213.27;A;11.36;A;8.61;A;5.93;A;13.68;A;34.85;A;28;A;7.77;A;44.43;A;1020.39;A;23;A;0;A;5;A;119;A;0;A;120;A
19.03.2025 14:00;94.38;A;4212.4;A;4213.87;A;9.87;A;7.52;A;5.18;A;13.63;A;35.18;A;28;A;7.78;A;45.25;A;1020.27;A;22;A;0;A;6;A;123;A;0.33;A;110;A
19.03.2025 14:15;94.4;A;4213;A;4214.13;A;8.16;A;6.02;A;4.59;A;13.67;A;35.71;A;28;A;8.16;A;44.91;A;1020.19;A;23;A;0;A;6;A;173;A;0;A;120;A
19.03.2025 14:30;94.42;A;4212.73;A;4214;A;8.79;A;6.48;A;4.67;A;13.81;A;35.56;A;28;A;8.03;A;45.03;A;1020.22;A;23;A;0;A;6;A;161;A;0;A;143.33;A
19.03.2025 14:45;94.43;A;4212.87;A;4214.07;A;10.41;A;8;A;5.97;A;13.85;A;35.81;A;29;A;8.01;A;45.36;A;1020.37;A;21;A;0;A;8;A;249;A;0.67;A;256.67;A
19.03.2025 15:00;94.34;A;4201.4;A;4200.53;A;11.06;A;8.95;A;6.72;A;13.76;A;35.6;A;29;A;7.87;A;45.85;A;1020.42;A;23;A;0;A;6;A;198;A;0;A;233.33;A
19.03.2025 15:15;94.36;A;4212;A;4213.07;A;10.53;A;7.71;A;5.71;A;13.66;A;36.27;A;29;A;7.83;A;46.59;A;1020.41;A;21;A;0;A;8;A;183;A;0.33;A;223.33;A
19.03.2025 15:30;94.39;A;4212.8;A;4213.87;A;9.95;A;6.77;A;5.01;A;13.6;A;36.93;A;28;A;7.97;A;46.91;A;1020.37;A;22;A;0;A;6;A;122;A;0;A;200;A
19.03.2025 15:45;94.41;A;4212.73;A;4214;A;9.43;A;6.95;A;5.09;A;13.66;A;36.86;A;28;A;8.04;A;46.17;A;1020.42;A;22;A;0;A;5;A;122;A;0;A;116.67;A
19.03.2025 16:00;94.43;A;4212.87;A;4214.27;A;11.08;A;8.19;A;5.67;A;13.71;A;36.54;A;28;A;7.99;A;46.5;A;1020.39;A;22;A;0;A;6;A;110;A;0;A;130;A
19.03.2025 16:15;94.44;A;4213.07;A;4214.4;A;10.61;A;8.75;A;6.57;A;13.72;A;36.87;A;28;A;8.06;A;46.93;A;1020.36;A;21;A;0;A;7;A;118;A;0;A;163.33;A
19.03.2025 16:30;94.44;A;4212.87;A;4214.07;A;14.52;A;11.12;A;8.31;A;13.74;A;36.81;A;28;A;8.01;A;46.85;A;1020.51;A;21;A;0;A;7;A;128;A;0;A;116.67;A
19.03.2025 16:45;94.44;A;4212.87;A;4214.07;A;17.24;A;13.29;A;9.29;A;13.7;A;36.93;A;28;A;8;A;46.96;A;1020.49;A;22;A;0;A;7;A;132;A;0;A;183.33;A
19.03.2025 17:00;94.45;A;4212.73;A;4213.6;A;16.12;A;12.36;A;8.99;A;13.65;A;37.28;A;29;A;7.89;A;48.08;A;1020.45;A;20;A;0;A;8;A;127;A;0.33;A;126.67;A
19.03.2025 17:15;94.42;A;4202.6;A;4201.93;A;15.62;A;12.11;A;8.45;A;13.55;A;37.66;A;28;A;7.77;A;48.47;A;1020.54;A;21;A;0;A;7;A;125;A;0.33;A;133.33;A
19.03.2025 17:30;94.2;A;4191.13;A;4189.4;A;17.21;A;12.47;A;9.11;A;13.42;A;38.34;A;28;A;7.6;A;49.73;A;1020.6;A;21;A;0;A;7;A;152;A;0.33;A;126.67;A
19.03.2025 17:45;94.23;A;4210.53;A;4211.87;A;18.23;A;13.39;A;9.73;A;13.24;A;39.32;A;28;A;7.43;A;50.8;A;1020.6;A;19;A;0;A;9;A;164;A;0;A;136.67;A
19.03.2025 18:00;94.31;A;4211.87;A;4212.87;A;18.85;A;13.51;A;9.6;A;13.06;A;40.56;A;26;A;7.33;A;52.3;A;1020.73;A;17;A;0;A;9;A;156;A;0;A;150;A
19.03.2025 18:15;94.36;A;4212.33;A;4213.67;A;22.89;A;17.03;A;12.1;A;12.92;A;40.99;A;26;A;7.17;A;52.72;A;1020.85;A;15;A;0;A;11;A;187;A;0;A;130;A
19.03.2025 18:30;94.39;A;4212.8;A;4213.53;A;30.07;A;22.73;A;16.47;A;12.8;A;41.5;A;26;A;7.08;A;53.91;A;1021.04;A;14;A;0;A;12;A;251;A;0;A;160;A
19.03.2025 18:45;94.41;A;4212.73;A;4213.4;A;32.98;A;24.87;A;17.37;A;12.7;A;41.92;A;26;A;7.02;A;53.63;A;1021.26;A;11;A;0;A;16;A;240;A;0;A;136.67;A
19.03.2025 19:00;94.42;A;4212.87;A;4213.6;A;43.69;A;31.99;A;22.02;A;12.62;A;42.05;A;27;A;7.01;A;53.91;A;1021.37;A;10;A;0;A;17;A;259;A;0;A;146.67;A
19.03.2025 19:15;94.43;A;4212.8;A;4214.13;A;58.62;A;43.37;A;30.02;A;12.57;A;42.33;A;27;A;6.93;A;54.23;A;1021.41;A;7;A;0;A;19;A;367;A;0;A;200;A
19.03.2025 19:30;94.44;A;4212.93;A;4213.8;A;44.84;A;34.1;A;23.88;A;12.55;A;42.2;A;26;A;6.97;A;53.75;A;1021.57;A;11;A;0;A;15;A;321;A;0;A;250;A
19.03.2025 19:45;94.42;A;4207.6;A;4207.53;A;43.7;A;32.76;A;23.04;A;12.49;A;42.75;A;25;A;6.75;A;54.96;A;1021.59;A;8;A;1;A;17;A;451;A;0;A;136.67;A
19.03.2025 20:00;94.38;A;4212.73;A;4213.73;A;53.03;A;41.07;A;27.89;A;12.42;A;43.18;A;26;A;6.73;A;55.85;A;1021.62;A;4;A;1;A;22;A;381;A;0;A;166.67;A
19.03.2025 20:15;94.41;A;4212.93;A;4214.53;A;62.59;A;46.23;A;32.17;A;12.39;A;43.25;A;27;A;6.78;A;55.3;A;1021.69;A;1;A;1;A;28;A;474;A;0;A;270;A
19.03.2025 20:30;94.42;A;4212.8;A;4213.47;A;59.05;A;44.51;A;31.87;A;12.35;A;43.55;A;26;A;6.64;A;56.5;A;1021.73;A;0;A;1;A;27;A;483;A;0;A;223.33;A
19.03.2025 20:45;94.42;A;4204.8;A;4203.93;A;53.93;A;40.85;A;29.04;A;12.28;A;44.01;A;26;A;6.61;A;56.91;A;1021.82;A;0;A;2;A;27;A;641;A;0;A;153.33;A
19.03.2025 21:00;94.25;A;4197.27;A;4196.2;A;52.12;A;39.45;A;28.19;A;12.25;A;44.1;A;27;A;6.66;A;56.65;A;1021.76;A;0;A;2;A;30;A;702;A;0.33;A;243.33;A
19.03.2025 21:15;94.3;A;4211.47;A;4212.33;A;53.06;A;40.53;A;28.77;A;12.21;A;44.7;A;26;A;6.48;A;58.13;A;1021.97;A;0;A;3;A;30;A;678;A;0;A;273.33;A
19.03.2025 21:30;94.35;A;4212.2;A;4213.07;A;57.3;A;43.29;A;30.01;A;12.13;A;45.32;A;26;A;6.46;A;58.32;A;1022.12;A;0;A;2;A;31;A;610;A;0;A;280;A
19.03.2025 21:45;94.39;A;4212.87;A;4213.27;A;58.55;A;44.54;A;31.22;A;12.07;A;45.95;A;24;A;6.41;A;59.47;A;1022.14;A;0;A;3;A;27;A;552;A;0.33;A;263.33;A
19.03.2025 22:00;94.41;A;4212.93;A;4213.6;A;54.81;A;42.29;A;29.78;A;11.98;A;46.04;A;23;A;6.25;A;60.2;A;1022.25;A;1;A;2;A;22;A;466;A;0;A;263.33;A
19.03.2025 22:15;94.32;A;4189;A;4185.87;A;51.31;A;38.87;A;27.16;A;11.86;A;46.79;A;21;A;6.16;A;61.16;A;1022.38;A;4;A;2;A;18;A;424;A;0;A;170;A
19.03.2025 22:30;94.19;A;4208;A;4208.87;A;53.55;A;40.9;A;28.28;A;11.73;A;47.53;A;21;A;6;A;62.38;A;1022.43;A;7;A;3;A;14;A;356;A;0;A;226.67;A
19.03.2025 22:45;94.29;A;4211.47;A;4212.07;A;64.18;A;49.79;A;34.38;A;11.65;A;48.25;A;19;A;5.95;A;63.1;A;1022.41;A;7;A;3;A;12;A;355;A;0;A;196.67;A
19.03.2025 23:00;94.34;A;4212.2;A;4213;A;68.7;A;53.01;A;36.79;A;11.55;A;48.64;A;19;A;5.78;A;63.61;A;1022.54;A;6;A;4;A;13;A;393;A;0.33;A;226.67;A
19.03.2025 23:15;94.38;A;4212.8;A;4213.33;A;73.85;A;57.1;A;38.98;A;11.41;A;48.9;A;19;A;5.75;A;63.86;A;1022.59;A;4;A;4;A;15;A;455;A;0;A;150;A
19.03.2025 23:30;94.41;A;4212.8;A;4213.47;A;73.92;A;56.59;A;38.92;A;11.35;A;49.15;A;19;A;5.72;A;64.31;A;1022.5;A;3;A;3;A;17;A;467;A;0.33;A;263.33;A
19.03.2025 23:45;94.42;A;4211.33;A;4212.6;A;68.6;A;53.32;A;37.43;A;11.31;A;49.58;A;20;A;5.67;A;64.75;A;1022.5;A;2;A;3;A;18;A;483;A;0.33;A;260;A
20.03.2025 00:00;94.26;A;4179.4;A;4174.67;A;69.41;A;51.92;A;36.12;A;11.22;A;49.17;A;22;A;5.59;A;63.59;A;1022.65;A;0;A;2;A;24;A;476;A;0;A;293.33;A
20.03.2025 00:15;94.15;A;4209.67;A;4211.07;A;60.54;A;46.9;A;32.17;A;11.15;A;49.68;A;22;A;5.43;A;65.29;A;1022.66;A;0;A;3;A;25;A;429;A;0;A;140;A
20.03.2025 00:30;94.26;A;4211.27;A;4212.27;A;62.95;A;47.19;A;32.9;A;11.07;A;50.27;A;21;A;5.43;A;65.48;A;1022.6;A;0;A;3;A;24;A;432;A;0;A;266.67;A
20.03.2025 00:45;94.33;A;4211.93;A;4212.67;A;61.9;A;47.06;A;32.65;A;11.02;A;50.25;A;21;A;5.44;A;65.37;A;1022.75;A;0;A;2;A;23;A;403;A;0;A;306.67;A
20.03.2025 01:00;94.37;A;4212.87;A;4213.33;A;54.64;A;41.7;A;28.6;A;10.96;A;50.72;A;20;A;5.38;A;65.86;A;1022.76;A;0;A;2;A;20;A;335;A;0;A;266.67;A
20.03.2025 01:15;94.4;A;4212.73;A;4213.27;A;47.19;A;34.99;A;24.43;A;10.98;A;51.39;A;18;A;5.35;A;66.97;A;1022.79;A;1;A;2;A;18;A;283;A;0;A;300;A
20.03.2025 01:30;94.42;A;4212.87;A;4213.07;A;46.3;A;34.69;A;24.13;A;10.91;A;51.88;A;18;A;5.25;A;67.64;A;1022.84;A;1;A;3;A;17;A;293;A;0;A;173.33;A
20.03.2025 01:45;94.43;A;4212.93;A;4213.87;A;46.2;A;34.81;A;24.41;A;10.86;A;52.7;A;17;A;5.19;A;68.95;A;1022.87;A;2;A;3;A;16;A;281;A;0;A;256.67;A
20.03.2025 02:00;94.41;A;4202.27;A;4201.27;A;39.74;A;29.87;A;20.79;A;10.81;A;53.43;A;16;A;5.17;A;69.77;A;1022.85;A;5;A;2;A;12;A;234;A;0;A;203.33;A
20.03.2025 02:15;94.27;A;4200.93;A;4199.87;A;36.79;A;27.02;A;19.25;A;10.79;A;53.91;A;16;A;5.14;A;70.78;A;1022.76;A;5;A;3;A;11;A;209;A;;N;;N
20.03.2025 02:30;94.25;A;4187.8;A;4185.67;A;31.73;A;24.63;A;16.98;A;10.01;A;50.8;A;16;A;5.08;A;71.25;A;1022.66;A;5;A;3;A;11;A;189;A;;N;;N
20.03.2025 02:45;94.05;A;4195.73;A;4195.4;A;29.38;A;22.49;A;16.41;A;10.68;A;54.96;A;15;A;5.01;A;72.12;A;1022.74;A;6;A;3;A;9;A;172;A;0.33;A;316.67;A
20.03.2025 03:00;94.17;A;4210.4;A;4211.93;A;27.92;A;21.46;A;15.53;A;10.58;A;55.55;A;15;A;4.89;A;72.69;A;1022.75;A;8;A;4;A;7;A;154;A;0.67;A;326.67;A
20.03.2025 03:15;94.27;A;4211.67;A;4212.13;A;26.68;A;20.58;A;14.39;A;10.51;A;55.72;A;15;A;4.85;A;72.94;A;1022.59;A;9;A;3;A;6;A;145;A;0;A;273.33;A
20.03.2025 03:30;94.33;A;4212.2;A;4212.67;A;26.73;A;20.67;A;14.51;A;10.43;A;56.35;A;14;A;4.84;A;73.44;A;1022.59;A;8;A;3;A;7;A;144;A;0;A;263.33;A
20.03.2025 03:45;94.37;A;4212.93;A;4213.6;A;25.75;A;20.88;A;14.67;A;10.43;A;56.6;A;14;A;4.73;A;74.09;A;1022.66;A;7;A;3;A;7;A;143;A;0.67;A;330;A
20.03.2025 04:00;94.4;A;4212.87;A;4213.53;A;24.7;A;20.15;A;14.59;A;10.39;A;56.77;A;14;A;4.68;A;74.67;A;1022.76;A;7;A;3;A;7;A;142;A;0.67;A;330;A
20.03.2025 04:15;94.42;A;4212.87;A;4213;A;27.17;A;20.34;A;14.29;A;10.32;A;57.26;A;14;A;4.67;A;75.34;A;1022.72;A;7;A;3;A;7;A;135;A;1;A;336.67;A
20.03.2025 04:30;94.37;A;4207.2;A;4206.73;A;24.8;A;20.01;A;13.98;A;10.27;A;57.78;A;13;A;4.61;A;75.94;A;1022.67;A;6;A;3;A;7;A;129;A;1;A;333.33;A
20.03.2025 04:45;94.39;A;4212.8;A;4213.47;A;23.95;A;19.25;A;13.75;A;10.23;A;58.23;A;14;A;4.64;A;75.95;A;1022.69;A;6;A;3;A;7;A;120;A;0.67;A;326.67;A
20.03.2025 05:00;94.41;A;4212.8;A;4213.47;A;24.02;A;18.99;A;13.85;A;10.2;A;58.37;A;14;A;4.63;A;76.27;A;1022.71;A;7;A;3;A;7;A;122;A;0.33;A;330;A
20.03.2025 05:15;94.27;A;4188.13;A;4184.73;A;25.95;A;20.46;A;14.18;A;10.19;A;58.61;A;13;A;4.58;A;76.52;A;1022.71;A;7;A;3;A;6;A;120;A;0.33;A;316.67;A
20.03.2025 05:30;94.24;A;4211.13;A;4212;A;26.59;A;20.8;A;14.74;A;10.13;A;58.65;A;13;A;4.54;A;76.75;A;1022.78;A;7;A;3;A;6;A;131;A;0;A;266.67;A
20.03.2025 05:45;94.32;A;4212.13;A;4212.8;A;27.91;A;22.1;A;15.19;A;10.1;A;58.94;A;13;A;4.47;A;77.06;A;1022.72;A;7;A;3;A;6;A;132;A;0;A;243.33;A
20.03.2025 06:00;94.37;A;4212.87;A;4213;A;28.1;A;20.85;A;15.1;A;10.07;A;58.98;A;14;A;4.52;A;76.97;A;1022.84;A;7;A;3;A;6;A;171;A;0.33;A;246.67;A
20.03.2025 06:15;94.4;A;4212.8;A;4213.47;A;28.44;A;22.34;A;15.33;A;10.07;A;59.35;A;13;A;4.51;A;77.32;A;1022.97;A;6;A;3;A;7;A;153;A;0;A;196.67;A
20.03.2025 06:30;94.42;A;4212.93;A;4213.53;A;32.63;A;24.36;A;16.89;A;10.12;A;59.23;A;14;A;4.63;A;76.76;A;1023.07;A;6;A;3;A;8;A;169;A;0;A;296.67;A
20.03.2025 06:45;94.35;A;4203.53;A;4202.47;A;30.08;A;23.97;A;16.9;A;10.16;A;59.09;A;13;A;4.67;A;76.78;A;1023.17;A;5;A;3;A;8;A;161;A;0.33;A;280;A
20.03.2025 07:00;94.36;A;4212.53;A;4213.33;A;33.07;A;25.75;A;18.01;A;10.2;A;58.96;A;13;A;4.73;A;76.66;A;1023.04;A;5;A;3;A;9;A;173;A;0;A;270;A
20.03.2025 07:15;94.4;A;4212.87;A;4213;A;36.58;A;27.83;A;19.41;A;10.32;A;59.11;A;13;A;4.87;A;76.52;A;1023.19;A;4;A;3;A;9;A;181;A;0.33;A;326.67;A
20.03.2025 07:30;94.42;A;4212.8;A;4213.13;A;55.44;A;32.42;A;20.88;A;10.43;A;58.96;A;14;A;5.13;A;76.27;A;1023.29;A;4;A;3;A;10;A;192;A;0;A;286.67;A
20.03.2025 07:45;94.43;A;4212.93;A;4213.67;A;36.38;A;27.8;A;19.28;A;10.66;A;59.16;A;15;A;5.48;A;75.75;A;1023.36;A;3;A;3;A;12;A;220;A;0.67;A;260;A
20.03.2025 08:00;94.36;A;4193.53;A;4190.87;A;46.22;A;32.05;A;21.83;A;10.97;A;58.3;A;15;A;5.86;A;73.85;A;1023.27;A;4;A;3;A;11;A;230;A;0;A;256.67;A
20.03.2025 08:15;94.21;A;4206.07;A;4206.8;A;45.61;A;32.5;A;22.33;A;11.38;A;57.2;A;17;A;6.59;A;70.93;A;1023.26;A;6;A;2;A;11;A;258;A;0;A;213.33;A
20.03.2025 08:30;94.3;A;4211.33;A;4212.33;A;31.11;A;22.85;A;16.83;A;12.19;A;54.17;A;17;A;8.16;A;63.95;A;1023.22;A;10;A;1;A;6;A;210;A;0.33;A;260;A
