"timestamp";"BC~0893-QM[Cairnet CXM24240893]";"in %";"Uout~0893-QM[Cairnet CXM24240893]";"in mV";"Uin~0893-QM[Cairnet CXM24240893]";"in mV";"PM10~D598-QM[Cairnet CXM24240893]";"in µg/m3";"PM2.5~D598-QM[Cairnet CXM24240893]";"in µg/m3";"PM1~D598-QM[Cairnet CXM24240893]";"in µg/m3";"TC~D598-QM[Cairnet CXM24240893]";"in °C";"HR~D598-QM[Cairnet CXM24240893]";"in %";"O3-NO2~4704-QM[Cairnet CXM24240893]";"in ppb";"TC~T-QM[Cairnet CXM24240893]";"in °C";"HR~T-QM[Cairnet CXM24240893]";"in %";"PA~T-QM[Cairnet CXM24240893]";"in hPa";"O3~0893-QM[Cairnet CXM24240893]";"in ppb";"SO2~4734-QM[Cairnet CXM24240893]";"in ppb";"NO2~4787-QM[Cairnet CXM24240893]";"in ppb";"CO~4687-QM[Cairnet CXM24240893]";"in ppb";"VV~M-QM[Cairnet CXM24240893]";"in m/s";"DV~M-QM[Cairnet CXM24240893]";"in degre"
"(in display TZ)";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc"
"2025-08-01 00:15";98.01;"A";4124.93;"A";4123.87;"A";10.74;"A";7.81;"A";5.33;"A";29.3;"A";42.46;"A";25;"A";22.36;"A";53.25;"A";1004.7;"A";19;"A";1;"A";6;"A";141;"A";0.33;"A";246.67;"A"
"2025-08-01 00:30";97.62;"A";4105.73;"A";4102.53;"A";10.79;"A";7.8;"A";5.42;"A";29.06;"A";43.44;"A";25;"A";22.07;"A";54.55;"A";1004.83;"A";20;"A";1;"A";5;"A";140;"A";0.33;"A";253.33;"A"
"2025-08-01 00:45";97.21;"A";4095.93;"A";4092.27;"A";10.95;"A";7.44;"A";5.38;"A";28.8;"A";44.19;"A";25;"A";21.88;"A";55.21;"A";1004.98;"A";20;"A";1;"A";5;"A";138;"A";0.33;"A";350;"A"
"2025-08-01 01:00";96.81;"A";4102.93;"A";4101.07;"A";10.69;"A";7.91;"A";5.53;"A";28.57;"A";44.38;"A";26;"A";21.84;"A";54.66;"A";1004.96;"A";20;"A";0;"A";5;"A";136;"A";0.67;"A";350;"A"
"2025-08-01 01:15";96.55;"A";4094.93;"A";4092.8;"A";11.65;"A";8.73;"A";5.82;"A";28.41;"A";44.34;"A";26;"A";21.71;"A";54.67;"A";1004.97;"A";20;"A";1;"A";6;"A";135;"A";0.33;"A";346.67;"A"
"2025-08-01 01:30";96.19;"A";4082.8;"A";4079.27;"A";10.82;"A";8.29;"A";5.87;"A";28.24;"A";44.83;"A";26;"A";21.43;"A";55.78;"A";1004.94;"A";19;"A";1;"A";6;"A";172;"A";0.67;"A";350;"A"
"2025-08-01 01:45";95.8;"A";4086.87;"A";4084.67;"A";13.26;"A";9.31;"A";6.38;"A";28.01;"A";46.01;"A";25;"A";21.14;"A";57.5;"A";1004.89;"A";18;"A";1;"A";6;"A";146;"A";0.67;"A";346.67;"A"
"2025-08-01 02:00";95.45;"A";4075.87;"A";4071.4;"A";11.57;"A";8.36;"A";5.87;"A";27.77;"A";47.38;"A";23;"A";21.08;"A";58.8;"A";1004.91;"A";17;"A";1;"A";5;"A";140;"A";0;"A";170;"A"
"2025-08-01 02:15";95.04;"A";4080.4;"A";4078;"A";12.39;"A";8.77;"A";6.15;"A";27.62;"A";48.32;"A";22;"A";20.99;"A";59.65;"A";1004.98;"A";17;"A";1;"A";5;"A";141;"A";0;"A";343.33;"A"
