"timestamp";"BC~0893-QM[Cairnet CXM24240893]";"in %";"Uout~0893-QM[Cairnet CXM24240893]";"in mV";"PM10~D598-QM[Cairnet CXM24240893]";"in µg/m3";"PM2.5~D598-QM[Cairnet CXM24240893]";"in µg/m3";"PM1~D598-QM[Cairnet CXM24240893]";"in µg/m3";"TC~D598-QM[Cairnet CXM24240893]";"in °C";"HR~D598-QM[Cairnet CXM24240893]";"in %";"O3-NO2~4704-QM[Cairnet CXM24240893]";"in ppb";"TC~T-QM[Cairnet CXM24240893]";"in °C";"HR~T-QM[Cairnet CXM24240893]";"in %";"PA~T-QM[Cairnet CXM24240893]";"in hPa";"O3~0893-QM[Cairnet CXM24240893]";"in ppb";"SO2~4734-QM[Cairnet CXM24240893]";"in ppb";"NO2~4787-QM[Cairnet CXM24240893]";"in ppb";"CO~4687-QM[Cairnet CXM24240893]";"in ppb";"VV~M-QM[Cairnet CXM24240893]";"in m/s";"DV~M-QM[Cairnet CXM24240893]";"in degre"
"(in display TZ)";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc"
"2025-01-16 05:45";97.18;"A";4213.87;"A";51.64;"A";35.67;"A";31.42;"A";7.31;"A";60.05;"A";12;"A";1.26;"A";81.88;"A";1023.56;"A";5;"A";8;"A";7;"A";237;"A";0.33;"A";300;"A"
"2025-01-16 06:00";97.18;"A";4213.67;"A";48.25;"A";33.34;"A";29.37;"A";7.4;"A";60.02;"A";12;"A";1.28;"A";82.03;"A";1023.66;"A";5;"A";8;"A";7;"A";222;"A";0;"A";226.67;"A"
"2025-01-16 06:15";97.18;"A";4213.73;"A";47.35;"A";32.73;"A";28.83;"A";7.4;"A";59.95;"A";11;"A";1.32;"A";81.75;"A";1023.71;"A";5;"A";8;"A";7;"A";217;"A";0;"A";256.67;"A"
"2025-01-16 06:30";97.18;"A";4213.8;"A";45.53;"A";31.48;"A";27.73;"A";7.44;"A";59.98;"A";12;"A";1.32;"A";82.04;"A";1023.63;"A";5;"A";7;"A";6;"A";216;"A";0.33;"A";280;"A"
"2025-01-16 06:45";97.18;"A";4213.8;"A";45.23;"A";31.27;"A";27.55;"A";7.52;"A";59.98;"A";12;"A";1.29;"A";82.54;"A";1023.74;"A";5;"A";8;"A";7;"A";219;"A";0;"A";203.33;"A"
"2025-01-16 07:00";97.18;"A";4213.73;"A";46.06;"A";31.84;"A";28.04;"A";7.56;"A";60.02;"A";13;"A";1.42;"A";82.27;"A";1023.96;"A";4;"A";7;"A";8;"A";231;"A";0;"A";243.33;"A"
"2025-01-16 07:15";97.18;"A";4213.73;"A";48.8;"A";33.72;"A";29.7;"A";7.68;"A";60;"A";13;"A";1.48;"A";82.62;"A";1024.21;"A";4;"A";6;"A";9;"A";239;"A";0.67;"A";323.33;"A"
"2025-01-16 07:30";97.18;"A";4213.8;"A";52.68;"A";36.38;"A";32.04;"A";7.71;"A";59.99;"A";13;"A";1.53;"A";82.4;"A";1024.36;"A";4;"A";7;"A";9;"A";249;"A";0;"A";203.33;"A"
"2025-01-16 07:45";97.18;"A";4213.87;"A";49.34;"A";34.09;"A";30.02;"A";7.77;"A";59.99;"A";13;"A";1.56;"A";82.4;"A";1024.55;"A";5;"A";6;"A";9;"A";235;"A";0.67;"A";280;"A"
"2025-01-16 08:00";97.18;"A";4213.6;"A";47.91;"A";33.11;"A";29.16;"A";7.72;"A";59.96;"A";14;"A";1.71;"A";81.47;"A";1024.49;"A";6;"A";6;"A";8;"A";227;"A";0.33;"A";333.33;"A"
"2025-01-16 08:15";97.18;"A";4213.8;"A";48.46;"A";33.49;"A";29.5;"A";7.75;"A";59.96;"A";14;"A";1.75;"A";81.44;"A";1024.66;"A";6;"A";6;"A";8;"A";228;"A";0.67;"A";333.33;"A"
"2025-01-16 08:30";97.18;"A";4213.73;"A";51.1;"A";35.3;"A";31.09;"A";7.76;"A";59.98;"A";14;"A";1.81;"A";81.29;"A";1024.58;"A";6;"A";6;"A";8;"A";232;"A";0.33;"A";326.67;"A"
"2025-01-16 08:45";97.18;"A";4213.73;"A";50.1;"A";34.62;"A";30.49;"A";7.8;"A";60.01;"A";14;"A";1.87;"A";81.22;"A";1024.58;"A";6;"A";6;"A";8;"A";230;"A";1;"A";340;"A"
"2025-01-16 09:00";97.18;"A";4213.8;"A";51.13;"A";35.33;"A";31.11;"A";7.94;"A";60;"A";14;"A";2;"A";81.35;"A";1024.69;"A";5;"A";6;"A";9;"A";233;"A";1.33;"A";333.33;"A"
"2025-01-16 09:15";97.18;"A";4213.8;"A";53.62;"A";37.03;"A";32.62;"A";8.1;"A";60;"A";14;"A";2.25;"A";80.79;"A";1024.94;"A";5;"A";6;"A";9;"A";251;"A";1.33;"A";340;"A"
"2025-01-16 09:30";97.18;"A";4213.73;"A";54.79;"A";37.83;"A";33.32;"A";8.2;"A";59.96;"A";13;"A";2.49;"A";80.12;"A";1025.31;"A";6;"A";6;"A";7;"A";245;"A";1;"A";336.67;"A"
"2025-01-16 09:45";97.18;"A";4214;"A";55.61;"A";38.39;"A";33.81;"A";8.27;"A";59.96;"A";13;"A";2.68;"A";79.53;"A";1025.62;"A";6;"A";7;"A";8;"A";275;"A";0.33;"A";330;"A"
"2025-01-16 10:00";97.18;"A";4213.73;"A";67.42;"A";48.19;"A";41.03;"A";8.33;"A";59.93;"A";13;"A";2.95;"A";78.56;"A";1025.81;"A";6;"A";7;"A";7;"A";272;"A";0.33;"A";253.33;"A"
"2025-01-16 10:15";97.12;"A";4196.33;"A";62.06;"A";44.3;"A";36.92;"A";8.32;"A";59.98;"A";13;"A";3.09;"A";77.88;"A";1025.98;"A";6;"A";8;"A";6;"A";327;"A";0;"A";246.67;"A"
"2025-01-16 10:30";96.94;"A";4201.73;"A";57.19;"A";47.93;"A";33.7;"A";8.46;"A";59.75;"A";14;"A";3.21;"A";77.56;"A";1026.09;"A";7;"A";7;"A";7;"A";278;"A";0;"A";266.67;"A"
"2025-01-16 10:45";97.01;"A";4211.67;"A";57.35;"A";47.97;"A";33.46;"A";8.58;"A";59.43;"A";14;"A";3.48;"A";76.53;"A";1025.98;"A";7;"A";7;"A";6;"A";257;"A";0;"A";163.33;"A"
"2025-01-16 11:00";97.07;"A";4212.27;"A";55.37;"A";46.04;"A";32.57;"A";8.79;"A";58.97;"A";14;"A";3.64;"A";76.19;"A";1026.09;"A";8;"A";5;"A";6;"A";231;"A";0.33;"A";100;"A"
"2025-01-16 11:15";97.11;"A";4212.73;"A";54.94;"A";46.03;"A";31.92;"A";8.98;"A";58.42;"A";14;"A";3.73;"A";75.46;"A";1025.91;"A";8;"A";5;"A";6;"A";239;"A";0.33;"A";126.67;"A"
"2025-01-16 11:30";97.13;"A";4212.8;"A";57.48;"A";47.7;"A";33.42;"A";9.09;"A";57.92;"A";14;"A";3.73;"A";75.5;"A";1026;"A";8;"A";6;"A";6;"A";226;"A";0.67;"A";133.33;"A"
"2025-01-16 11:45";97.15;"A";4213;"A";66;"A";53.31;"A";36.83;"A";9.13;"A";57.62;"A";15;"A";3.77;"A";75.32;"A";1025.83;"A";9;"A";6;"A";6;"A";228;"A";0;"A";106.67;"A"
"2025-01-16 12:00";97.15;"A";4212.87;"A";72.6;"A";57.66;"A";39.85;"A";9.19;"A";57.73;"A";14;"A";3.88;"A";74.98;"A";1025.75;"A";8;"A";6;"A";6;"A";274;"A";0;"A";200;"A"
"2025-01-16 12:15";97.16;"A";4213.13;"A";76.07;"A";59.08;"A";40.46;"A";9.28;"A";57.28;"A";14;"A";3.97;"A";74.29;"A";1025.83;"A";9;"A";5;"A";6;"A";234;"A";0.33;"A";136.67;"A"
"2025-01-16 12:30";97.16;"A";4213.27;"A";74.26;"A";58.02;"A";39.6;"A";9.38;"A";57.04;"A";15;"A";4.05;"A";73.89;"A";1025.85;"A";8;"A";5;"A";6;"A";234;"A";0.33;"A";93.33;"A"
"2025-01-16 12:45";97.17;"A";4213;"A";68.68;"A";53.38;"A";36.87;"A";9.43;"A";56.42;"A";15;"A";4.04;"A";73.69;"A";1025.78;"A";9;"A";5;"A";6;"A";212;"A";0.33;"A";130;"A"
"2025-01-16 13:00";97.17;"A";4213.33;"A";76;"A";58.57;"A";39.55;"A";9.47;"A";56.35;"A";16;"A";4.04;"A";73.74;"A";1025.79;"A";9;"A";5;"A";6;"A";225;"A";1;"A";133.33;"A"
"2025-01-16 13:15";97.17;"A";4213.6;"A";78.55;"A";60.95;"A";40.62;"A";9.45;"A";56.52;"A";16;"A";4.02;"A";74.1;"A";1025.66;"A";9;"A";6;"A";7;"A";297;"A";0;"A";190;"A"
"2025-01-16 13:30";97.17;"A";4213.53;"A";70.15;"A";54.77;"A";36.83;"A";9.42;"A";56.4;"A";16;"A";3.92;"A";74.23;"A";1025.69;"A";9;"A";5;"A";8;"A";450;"A";0;"A";223.33;"A"
"2025-01-16 13:45";97.17;"A";4213.87;"A";61.51;"A";49.18;"A";33.61;"A";9.34;"A";56.31;"A";16;"A";3.81;"A";73.99;"A";1025.69;"A";9;"A";4;"A";7;"A";231;"A";0;"A";193.33;"A"
"2025-01-16 14:00";97.17;"A";4213.73;"A";58.23;"A";45.48;"A";31;"A";9.22;"A";55.43;"A";18;"A";3.65;"A";72.95;"A";1025.71;"A";10;"A";4;"A";7;"A";242;"A";0.67;"A";130;"A"
"2025-01-16 14:15";97.17;"A";4213.73;"A";74.59;"A";57.96;"A";38.19;"A";9.06;"A";55.86;"A";17;"A";3.55;"A";73.91;"A";1025.7;"A";9;"A";4;"A";8;"A";265;"A";0;"A";133.33;"A"
"2025-01-16 14:30";97.15;"A";4204.73;"A";73.97;"A";59.54;"A";39.95;"A";8.97;"A";56.61;"A";16;"A";3.5;"A";74.55;"A";1025.8;"A";9;"A";4;"A";7;"A";228;"A";0;"A";250;"A"
"2025-01-16 14:45";96.97;"A";4198.53;"A";47.18;"A";39.29;"A";27.35;"A";8.9;"A";56.98;"A";16;"A";3.37;"A";75.27;"A";1025.83;"A";10;"A";5;"A";6;"A";207;"A";0.33;"A";233.33;"A"
"2025-01-16 15:00";97.02;"A";4211.87;"A";43.15;"A";33.78;"A";23.49;"A";8.8;"A";56.95;"A";17;"A";3.33;"A";74.19;"A";1025.73;"A";11;"A";4;"A";6;"A";240;"A";0;"A";156.67;"A"
"2025-01-16 15:15";97.07;"A";4212.47;"A";41.07;"A";34.06;"A";23.25;"A";8.71;"A";56.7;"A";18;"A";3.26;"A";74.75;"A";1025.84;"A";11;"A";4;"A";7;"A";267;"A";0.67;"A";326.67;"A"
"2025-01-16 15:30";97.11;"A";4212.8;"A";31.88;"A";26.81;"A";19.17;"A";8.63;"A";57.5;"A";17;"A";3.15;"A";75.29;"A";1026;"A";11;"A";4;"A";6;"A";240;"A";0.67;"A";340;"A"
"2025-01-16 15:45";97.13;"A";4212.93;"A";21.2;"A";17.85;"A";12.96;"A";8.55;"A";56.97;"A";18;"A";3.12;"A";74.69;"A";1026.08;"A";13;"A";4;"A";5;"A";230;"A";0;"A";230;"A"
"2025-01-16 16:00";97.14;"A";4212.93;"A";20.35;"A";17.23;"A";12.46;"A";8.5;"A";57.22;"A";17;"A";3.15;"A";74.61;"A";1026.17;"A";12;"A";3;"A";6;"A";223;"A";0.33;"A";293.33;"A"
"2025-01-16 16:15";97.15;"A";4213.2;"A";26.13;"A";21.54;"A";15.13;"A";8.47;"A";57.53;"A";17;"A";3.15;"A";74.86;"A";1026.13;"A";11;"A";5;"A";6;"A";293;"A";0;"A";320;"A"
"2025-01-16 16:30";97.16;"A";4213.47;"A";25.87;"A";22.21;"A";15.75;"A";8.47;"A";57.59;"A";17;"A";3.07;"A";75.32;"A";1026.08;"A";10;"A";4;"A";7;"A";280;"A";0.33;"A";336.67;"A"
"2025-01-16 16:45";97.16;"A";4213.6;"A";30.84;"A";25.71;"A";18.69;"A";8.45;"A";57.95;"A";18;"A";3.08;"A";75.55;"A";1026.05;"A";9;"A";4;"A";9;"A";280;"A";0.67;"A";330;"A"
"2025-01-16 17:00";97.16;"A";4213.8;"A";29.27;"A";24.4;"A";18.01;"A";8.44;"A";58.18;"A";17;"A";3.06;"A";75.9;"A";1025.99;"A";8;"A";4;"A";9;"A";260;"A";0;"A";330;"A"
"2025-01-16 17:15";97.03;"A";4193.13;"A";28.91;"A";24.23;"A";17.14;"A";8.42;"A";57.86;"A";17;"A";3.04;"A";75.57;"A";1025.98;"A";9;"A";4;"A";8;"A";244;"A";1;"A";336.67;"A"
"2025-01-16 17:30";97.01;"A";4211.67;"A";24.37;"A";20.15;"A";14.44;"A";8.37;"A";57.47;"A";18;"A";3.03;"A";75.02;"A";1025.85;"A";10;"A";3;"A";8;"A";222;"A";0.67;"A";340;"A"
"2025-01-16 17:45";97.07;"A";4212.33;"A";26.1;"A";22.55;"A";16.3;"A";8.33;"A";57.76;"A";18;"A";3.03;"A";75.59;"A";1025.87;"A";9;"A";3;"A";9;"A";244;"A";0.67;"A";340;"A"
"2025-01-16 18:00";97.1;"A";4213;"A";27.11;"A";23.59;"A";16.48;"A";8.3;"A";58.22;"A";17;"A";3.03;"A";75.81;"A";1025.95;"A";8;"A";3;"A";10;"A";253;"A";0.67;"A";333.33;"A"
"2025-01-16 18:15";97.13;"A";4212.87;"A";40.66;"A";34.87;"A";25.46;"A";8.3;"A";58.53;"A";16;"A";3.03;"A";76.09;"A";1026.05;"A";9;"A";4;"A";7;"A";233;"A";0;"A";223.33;"A"
"2025-01-16 18:30";97.14;"A";4212.87;"A";33.62;"A";29.3;"A";21.19;"A";8.31;"A";58.71;"A";16;"A";3.01;"A";76.62;"A";1026.04;"A";9;"A";4;"A";7;"A";244;"A";0.33;"A";340;"A"
"2025-01-16 18:45";97.15;"A";4213.07;"A";35.53;"A";30.55;"A";21.94;"A";8.3;"A";59.04;"A";16;"A";3.03;"A";77.08;"A";1026.01;"A";9;"A";4;"A";7;"A";249;"A";0;"A";343.33;"A"
"2025-01-16 19:00";97.16;"A";4213.33;"A";39.93;"A";34.41;"A";24.07;"A";8.32;"A";59.46;"A";16;"A";3.03;"A";77.41;"A";1026.12;"A";8;"A";5;"A";8;"A";265;"A";0.33;"A";266.67;"A"
"2025-01-16 19:15";97.16;"A";4213.67;"A";36.25;"A";29.91;"A";20.73;"A";8.3;"A";59.6;"A";16;"A";3.03;"A";77.33;"A";1026.01;"A";9;"A";4;"A";7;"A";235;"A";0.33;"A";336.67;"A"
"2025-01-16 19:30";97.16;"A";4213.73;"A";32.99;"A";28.16;"A";20.04;"A";8.29;"A";59.58;"A";16;"A";2.95;"A";77.65;"A";1025.9;"A";9;"A";4;"A";7;"A";219;"A";1;"A";336.67;"A"
"2025-01-16 19:45";97.1;"A";4198.13;"A";31.86;"A";27.21;"A";19;"A";8.27;"A";59.63;"A";16;"A";2.94;"A";77.71;"A";1025.85;"A";9;"A";4;"A";7;"A";230;"A";1;"A";343.33;"A"
"2025-01-16 20:00";97.02;"A";4211.87;"A";27.35;"A";23.13;"A";16.85;"A";8.24;"A";59.86;"A";16;"A";2.91;"A";78.35;"A";1025.89;"A";9;"A";4;"A";7;"A";209;"A";1;"A";340;"A"
"2025-01-16 20:15";97.08;"A";4212.73;"A";28.09;"A";19.88;"A";17.16;"A";8.31;"A";60.03;"A";16;"A";2.9;"A";78.5;"A";1025.96;"A";9;"A";4;"A";6;"A";196;"A";1;"A";343.33;"A"
"2025-01-16 20:30";97.11;"A";4212.8;"A";27.39;"A";19.03;"A";16.76;"A";8.38;"A";60.02;"A";15;"A";2.99;"A";78.58;"A";1026.06;"A";9;"A";4;"A";6;"A";236;"A";0.33;"A";260;"A"
"2025-01-16 20:45";97.13;"A";4212.87;"A";27.61;"A";19.18;"A";16.9;"A";8.42;"A";59.99;"A";15;"A";3.02;"A";78.59;"A";1026;"A";9;"A";4;"A";5;"A";196;"A";0.33;"A";340;"A"
"2025-01-16 21:00";97.14;"A";4213.13;"A";25.3;"A";17.6;"A";15.5;"A";8.47;"A";60;"A";15;"A";2.94;"A";78.99;"A";1026.08;"A";9;"A";4;"A";6;"A";190;"A";1;"A";340;"A"
"2025-01-16 21:15";97.15;"A";4213.27;"A";22.53;"A";15.7;"A";13.83;"A";8.48;"A";59.97;"A";15;"A";2.96;"A";78.92;"A";1025.89;"A";9;"A";4;"A";5;"A";182;"A";0.33;"A";346.67;"A"
"2025-01-16 21:30";97.16;"A";4213.6;"A";19.87;"A";14.05;"A";12.2;"A";8.4;"A";60.01;"A";15;"A";2.88;"A";79.07;"A";1025.81;"A";10;"A";3;"A";5;"A";159;"A";1;"A";340;"A"
"2025-01-16 21:45";97.16;"A";4213.6;"A";18.58;"A";12.99;"A";11.44;"A";8.45;"A";59.97;"A";15;"A";2.87;"A";79.27;"A";1025.8;"A";10;"A";4;"A";5;"A";187;"A";0.67;"A";330;"A"
"2025-01-16 22:00";97.16;"A";4213.67;"A";17.7;"A";12.39;"A";10.91;"A";8.48;"A";59.99;"A";15;"A";2.84;"A";79.47;"A";1025.67;"A";10;"A";3;"A";5;"A";155;"A";0.33;"A";333.33;"A"
"2025-01-16 22:15";97.16;"A";4214;"A";17.33;"A";12.14;"A";10.69;"A";8.51;"A";60.02;"A";15;"A";2.86;"A";79.6;"A";1025.7;"A";10;"A";4;"A";5;"A";160;"A";0.33;"A";226.67;"A"
"2025-01-16 22:30";97.15;"A";4208.4;"A";17.41;"A";12.19;"A";10.74;"A";8.49;"A";59.99;"A";15;"A";2.79;"A";79.74;"A";1025.71;"A";10;"A";3;"A";5;"A";150;"A";1.33;"A";340;"A"
"2025-01-16 22:45";97.03;"A";4203.93;"A";17.17;"A";12.03;"A";10.59;"A";8.47;"A";60.02;"A";15;"A";2.76;"A";79.82;"A";1025.7;"A";10;"A";3;"A";5;"A";145;"A";1.67;"A";343.33;"A"
"2025-01-16 23:00";97.07;"A";4212.47;"A";18.06;"A";12.63;"A";11.13;"A";8.5;"A";60.03;"A";15;"A";2.71;"A";80.21;"A";1025.75;"A";11;"A";4;"A";4;"A";139;"A";1.67;"A";346.67;"A"
"2025-01-16 23:15";97.1;"A";4212.73;"A";19.45;"A";13.59;"A";11.97;"A";8.59;"A";59.99;"A";14;"A";2.72;"A";80.65;"A";1025.82;"A";10;"A";4;"A";5;"A";156;"A";0.67;"A";340;"A"
"2025-01-16 23:30";97.13;"A";4212.87;"A";20.42;"A";14.25;"A";12.56;"A";8.65;"A";59.99;"A";14;"A";2.71;"A";80.99;"A";1025.65;"A";9;"A";3;"A";5;"A";146;"A";1;"A";230;"A"
"2025-01-16 23:45";97.14;"A";4212.87;"A";17.86;"A";12.5;"A";11.01;"A";8.65;"A";60.01;"A";15;"A";2.68;"A";81.03;"A";1025.46;"A";11;"A";3;"A";4;"A";135;"A";1.67;"A";346.67;"A"
"2025-01-17 00:00";97.15;"A";4213.13;"A";16.06;"A";11.26;"A";9.92;"A";8.68;"A";60;"A";15;"A";2.68;"A";81.19;"A";1025.42;"A";11;"A";3;"A";4;"A";134;"A";0.33;"A";346.67;"A"
"2025-01-17 00:15";97.15;"A";4213.27;"A";15.45;"A";10.84;"A";9.55;"A";8.73;"A";60;"A";15;"A";2.67;"A";81.46;"A";1025.45;"A";11;"A";3;"A";4;"A";128;"A";0.67;"A";343.33;"A"
"2025-01-17 00:30";97.16;"A";4213.33;"A";14.45;"A";10.16;"A";8.95;"A";8.74;"A";60;"A";14;"A";2.65;"A";81.66;"A";1025.24;"A";10;"A";3;"A";4;"A";127;"A";0.67;"A";343.33;"A"
"2025-01-17 00:45";97.16;"A";4213.6;"A";13.02;"A";9.18;"A";8.08;"A";8.71;"A";60.01;"A";15;"A";2.57;"A";81.92;"A";1025.03;"A";11;"A";3;"A";5;"A";127;"A";1;"A";340;"A"
"2025-01-17 01:00";97.16;"A";4213.67;"A";11.5;"A";8.13;"A";7.16;"A";8.71;"A";59.97;"A";15;"A";2.57;"A";81.88;"A";1024.94;"A";11;"A";3;"A";4;"A";121;"A";1;"A";340;"A"
"2025-01-17 01:15";97.16;"A";4213.6;"A";11.76;"A";8.31;"A";7.32;"A";8.7;"A";60;"A";15;"A";2.52;"A";82.25;"A";1024.79;"A";11;"A";3;"A";4;"A";122;"A";1;"A";336.67;"A"
"2025-01-17 01:30";97.16;"A";4213.67;"A";9.37;"A";6.67;"A";5.88;"A";8.56;"A";60;"A";16;"A";2.46;"A";81.72;"A";1024.85;"A";13;"A";3;"A";4;"A";108;"A";1.33;"A";350;"A"
"2025-01-17 01:45";97.16;"A";4213.67;"A";9.46;"A";6.73;"A";5.93;"A";8.5;"A";60.01;"A";17;"A";2.36;"A";82.05;"A";1024.92;"A";13;"A";2;"A";4;"A";103;"A";1.33;"A";343.33;"A"
"2025-01-17 02:00";97.16;"A";4213.67;"A";10.66;"A";7.56;"A";6.66;"A";8.58;"A";60;"A";17;"A";2.32;"A";82.49;"A";1024.78;"A";13;"A";2;"A";4;"A";101;"A";1.33;"A";340;"A"
"2025-01-17 02:15";97.16;"A";4213.6;"A";11.91;"A";8.41;"A";7.41;"A";8.63;"A";60.01;"A";16;"A";2.33;"A";82.7;"A";1024.85;"A";12;"A";3;"A";4;"A";106;"A";0.67;"A";340;"A"
"2025-01-17 02:30";97.16;"A";4213.8;"A";11.81;"A";8.35;"A";7.35;"A";8.57;"A";60.01;"A";16;"A";2.31;"A";82.55;"A";1024.69;"A";12;"A";2;"A";4;"A";104;"A";1;"A";340;"A"
"2025-01-17 02:45";97.16;"A";4213.47;"A";13.03;"A";9.18;"A";8.09;"A";8.5;"A";59.98;"A";16;"A";2.3;"A";82.26;"A";1024.54;"A";12;"A";3;"A";4;"A";110;"A";1.67;"A";350;"A"
"2025-01-17 03:00";97.16;"A";4213.73;"A";14.44;"A";10.15;"A";8.94;"A";8.46;"A";59.97;"A";16;"A";2.32;"A";81.8;"A";1024.53;"A";12;"A";3;"A";4;"A";115;"A";1;"A";340;"A"
"2025-01-17 03:15";97.15;"A";4213.73;"A";16.44;"A";11.52;"A";10.15;"A";8.39;"A";60.01;"A";16;"A";2.33;"A";81.72;"A";1024.59;"A";12;"A";3;"A";4;"A";114;"A";1;"A";340;"A"
"2025-01-17 03:30";97.15;"A";4213.73;"A";18.21;"A";12.74;"A";11.22;"A";8.43;"A";59.97;"A";16;"A";2.32;"A";81.78;"A";1024.66;"A";11;"A";3;"A";4;"A";114;"A";1.33;"A";340;"A"
"2025-01-17 03:45";97.15;"A";4213.73;"A";19.64;"A";13.72;"A";12.08;"A";8.4;"A";59.95;"A";15;"A";2.35;"A";81.6;"A";1024.42;"A";11;"A";3;"A";4;"A";113;"A";1.33;"A";346.67;"A"
"2025-01-17 04:00";97.15;"A";4213.73;"A";20.53;"A";14.33;"A";12.62;"A";8.4;"A";60.03;"A";15;"A";2.33;"A";81.89;"A";1024.16;"A";12;"A";3;"A";4;"A";114;"A";0.67;"A";236.67;"A"
"2025-01-17 04:15";97.15;"A";4213.8;"A";20.9;"A";14.58;"A";12.85;"A";8.36;"A";59.96;"A";16;"A";2.35;"A";81.39;"A";1023.98;"A";11;"A";3;"A";4;"A";115;"A";1;"A";226.67;"A"
"2025-01-17 04:30";97.15;"A";4214;"A";20.39;"A";14.24;"A";12.54;"A";8.3;"A";59.98;"A";16;"A";2.33;"A";81.17;"A";1024.06;"A";12;"A";2;"A";4;"A";118;"A";1.33;"A";346.67;"A"
"2025-01-17 04:45";97.15;"A";4213.67;"A";18.65;"A";13.04;"A";11.48;"A";8.22;"A";60.01;"A";17;"A";2.31;"A";81.06;"A";1024.09;"A";13;"A";2;"A";4;"A";113;"A";1.33;"A";346.67;"A"
"2025-01-17 05:00";97.15;"A";4213.73;"A";17.08;"A";11.96;"A";10.54;"A";8.14;"A";60.01;"A";16;"A";2.3;"A";80.62;"A";1024.13;"A";12;"A";2;"A";4;"A";117;"A";1;"A";346.67;"A"
"2025-01-17 05:15";97.15;"A";4213.73;"A";16.64;"A";11.66;"A";10.27;"A";8.08;"A";59.99;"A";16;"A";2.3;"A";80.33;"A";1024.08;"A";12;"A";3;"A";4;"A";115;"A";0.33;"A";346.67;"A"
"2025-01-17 05:30";97.15;"A";4213.87;"A";16.99;"A";11.9;"A";10.48;"A";7.96;"A";60.01;"A";16;"A";2.31;"A";79.76;"A";1023.98;"A";12;"A";3;"A";4;"A";116;"A";1;"A";120;"A"
"2025-01-17 05:45";97.15;"A";4213.73;"A";18.22;"A";12.75;"A";11.23;"A";8.01;"A";60.02;"A";16;"A";2.3;"A";80.37;"A";1023.84;"A";12;"A";3;"A";4;"A";120;"A";0.67;"A";340;"A"
"2025-01-17 06:00";97.15;"A";4213.73;"A";18.64;"A";13.03;"A";11.48;"A";8.08;"A";59.96;"A";16;"A";2.25;"A";80.57;"A";1023.81;"A";11;"A";2;"A";4;"A";126;"A";1;"A";343.33;"A"
"2025-01-17 06:15";97.07;"A";4194.6;"A";18.92;"A";13.22;"A";11.65;"A";8.02;"A";60.04;"A";16;"A";2.24;"A";80.71;"A";1023.64;"A";11;"A";3;"A";5;"A";125;"A";0.67;"A";340;"A"
"2025-01-17 06:30";96.99;"A";4211.8;"A";19.36;"A";13.53;"A";11.92;"A";8.11;"A";60.01;"A";16;"A";2.24;"A";81.06;"A";1023.71;"A";11;"A";2;"A";5;"A";129;"A";1;"A";343.33;"A"
"2025-01-17 06:45";97.04;"A";4212.33;"A";20.17;"A";14.09;"A";12.41;"A";8.2;"A";59.99;"A";15;"A";2.22;"A";81.27;"A";1023.34;"A";10;"A";3;"A";5;"A";132;"A";0.67;"A";266.67;"A"
"2025-01-17 07:00";97.08;"A";4212.73;"A";20.78;"A";14.5;"A";12.77;"A";8.27;"A";59.93;"A";15;"A";2.2;"A";81.58;"A";1023.29;"A";10;"A";3;"A";5;"A";131;"A";0;"A";263.33;"A"
"2025-01-17 07:15";97.1;"A";4212.87;"A";21.96;"A";15.31;"A";13.48;"A";8.19;"A";60.1;"A";15;"A";2.18;"A";81.94;"A";1023.14;"A";10;"A";3;"A";6;"A";133;"A";0;"A";150;"A"
"2025-01-17 07:30";97.12;"A";4212.87;"A";23.05;"A";16.06;"A";14.14;"A";8.69;"A";59.98;"A";15;"A";2.17;"A";83.59;"A";1023.28;"A";9;"A";3;"A";6;"A";142;"A";0;"A";323.33;"A"
"2025-01-17 07:45";97.13;"A";4213;"A";26.99;"A";18.76;"A";16.53;"A";8.69;"A";60.05;"A";15;"A";2.11;"A";84.11;"A";1023.08;"A";8;"A";3;"A";7;"A";147;"A";0;"A";336.67;"A"
"2025-01-17 08:00";97.13;"A";4213.13;"A";26.59;"A";18.49;"A";16.28;"A";8.67;"A";59.99;"A";14;"A";2.06;"A";84.22;"A";1022.88;"A";9;"A";3;"A";6;"A";153;"A";0;"A";220;"A"
"2025-01-17 08:15";97.14;"A";4213.27;"A";27.51;"A";19.12;"A";16.84;"A";8.74;"A";60.01;"A";14;"A";2.14;"A";84.48;"A";1022.95;"A";8;"A";3;"A";6;"A";165;"A";0;"A";123.33;"A"
"2025-01-17 08:30";97.14;"A";4213.73;"A";25.85;"A";17.98;"A";15.84;"A";8.75;"A";60;"A";15;"A";2.22;"A";84.51;"A";1022.91;"A";8;"A";3;"A";7;"A";156;"A";0;"A";323.33;"A"
"2025-01-17 08:45";97.14;"A";4213.4;"A";23.13;"A";16.12;"A";14.19;"A";8.95;"A";60.01;"A";15;"A";2.35;"A";84.12;"A";1022.76;"A";8;"A";3;"A";7;"A";152;"A";0.33;"A";273.33;"A"
