"timestamp";"BC~0893-QM[Cairnet CXM24240893]";"in %";"Uout~0893-QM[Cairnet CXM24240893]";"in mV";"PM10~D598-QM[Cairnet CXM24240893]";"in µg/m3";"PM2.5~D598-QM[Cairnet CXM24240893]";"in µg/m3";"PM1~D598-QM[Cairnet CXM24240893]";"in µg/m3";"TC~D598-QM[Cairnet CXM24240893]";"in °C";"HR~D598-QM[Cairnet CXM24240893]";"in %";"O3-NO2~4704-QM[Cairnet CXM24240893]";"in ppb";"TC~T-QM[Cairnet CXM24240893]";"in °C";"HR~T-QM[Cairnet CXM24240893]";"in %";"PA~T-QM[Cairnet CXM24240893]";"in hPa";"O3~0893-QM[Cairnet CXM24240893]";"in ppb";"SO2~4734-QM[Cairnet CXM24240893]";"in ppb";"NO2~4787-QM[Cairnet CXM24240893]";"in ppb";"CO~4687-QM[Cairnet CXM24240893]";"in ppb";"VV~M-QM[Cairnet CXM24240893]";"in m/s";"DV~M-QM[Cairnet CXM24240893]";"in degre"
"(in display TZ)";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc"
"2025-01-01 00:15";98.11;"A";4213.73;"A";29.58;"A";20.54;"A";18.09;"A";8.62;"A";60.01;"A";15;"A";2.43;"A";82.59;"A";1020.98;"A";10;"A";5;"A";5;"A";247;"A";0.67;"A";333.33;"A"
"2025-01-01 00:30";98.11;"A";4213.73;"A";30.92;"A";21.46;"A";18.9;"A";8.53;"A";60;"A";15;"A";2.3;"A";82.78;"A";1020.79;"A";10;"A";5;"A";5;"A";258;"A";0.67;"A";336.67;"A"
"2025-01-01 00:45";98.1;"A";4213.8;"A";31.68;"A";21.98;"A";19.36;"A";8.42;"A";60;"A";15;"A";2.14;"A";83.02;"A";1020.76;"A";10;"A";5;"A";5;"A";253;"A";1;"A";340;"A"
"2025-01-01 01:00";98.1;"A";4213.8;"A";31.21;"A";21.66;"A";19.08;"A";8.38;"A";60.03;"A";15;"A";2.09;"A";83.26;"A";1020.86;"A";10;"A";5;"A";5;"A";243;"A";1;"A";340;"A"
"2025-01-01 01:15";98.1;"A";4213.73;"A";32.84;"A";22.77;"A";20.06;"A";8.4;"A";59.98;"A";15;"A";2.14;"A";83.1;"A";1021;"A";10;"A";5;"A";5;"A";243;"A";0.67;"A";333.33;"A"
"2025-01-01 01:30";98.1;"A";4213.8;"A";32.96;"A";22.86;"A";20.13;"A";8.39;"A";60;"A";15;"A";2.17;"A";82.87;"A";1020.9;"A";10;"A";4;"A";5;"A";246;"A";1;"A";336.67;"A"
"2025-01-01 01:45";98.1;"A";4213.87;"A";32.99;"A";22.88;"A";20.15;"A";8.37;"A";59.99;"A";15;"A";2.15;"A";82.81;"A";1020.98;"A";10;"A";4;"A";5;"A";245;"A";0.67;"A";346.67;"A"
"2025-01-01 02:00";98.1;"A";4213.8;"A";33.09;"A";22.95;"A";20.21;"A";8.38;"A";60.01;"A";15;"A";2.13;"A";83.03;"A";1021;"A";11;"A";5;"A";5;"A";245;"A";0.67;"A";326.67;"A"
"2025-01-01 02:15";98.1;"A";4213.73;"A";32.8;"A";22.75;"A";20.03;"A";8.35;"A";60;"A";15;"A";2.06;"A";83.28;"A";1020.95;"A";10;"A";5;"A";5;"A";243;"A";0;"A";300;"A"
"2025-01-01 02:30";98.1;"A";4213.67;"A";31.01;"A";21.52;"A";18.95;"A";8.4;"A";59.96;"A";14;"A";1.98;"A";83.6;"A";1020.94;"A";9;"A";5;"A";5;"A";237;"A";0;"A";276.67;"A"
"2025-01-01 02:45";98.1;"A";4213.6;"A";32.36;"A";22.45;"A";19.77;"A";8.3;"A";60.01;"A";15;"A";1.93;"A";83.47;"A";1021.08;"A";11;"A";4;"A";5;"A";242;"A";0.33;"A";320;"A"
"2025-01-01 03:00";98.1;"A";4213.73;"A";33.05;"A";22.92;"A";20.18;"A";8.26;"A";59.96;"A";13;"A";1.77;"A";84.36;"A";1020.96;"A";9;"A";5;"A";4;"A";245;"A";0;"A";200;"A"
"2025-01-01 03:15";98.1;"A";4213.8;"A";33.74;"A";23.39;"A";20.6;"A";8.11;"A";60;"A";12;"A";1.47;"A";84.75;"A";1020.9;"A";7;"A";5;"A";5;"A";243;"A";0;"A";246.67;"A"
"2025-01-01 03:30";98.1;"A";4213.73;"A";35.56;"A";24.64;"A";21.7;"A";7.92;"A";60.09;"A";13;"A";1.22;"A";85.3;"A";1021.14;"A";7;"A";6;"A";5;"A";267;"A";0;"A";246.67;"A"
"2025-01-01 03:45";98.1;"A";4214;"A";38.03;"A";26.34;"A";23.2;"A";7.89;"A";59.99;"A";11;"A";1.17;"A";85.25;"A";1021.26;"A";6;"A";6;"A";6;"A";286;"A";0;"A";196.67;"A"
"2025-01-01 04:00";98.1;"A";4213.73;"A";34.27;"A";23.76;"A";20.92;"A";7.97;"A";59.96;"A";11;"A";1.06;"A";85.94;"A";1021.43;"A";6;"A";7;"A";5;"A";258;"A";0;"A";190;"A"
"2025-01-01 04:15";98.09;"A";4213.73;"A";35.14;"A";24.35;"A";21.45;"A";7.77;"A";59.95;"A";12;"A";0.92;"A";85.95;"A";1021.32;"A";7;"A";6;"A";5;"A";260;"A";0;"A";273.33;"A"
"2025-01-01 04:30";98.09;"A";4213.67;"A";34.68;"A";24.03;"A";21.17;"A";7.65;"A";60.08;"A";11;"A";0.79;"A";86.3;"A";1021.3;"A";7;"A";7;"A";5;"A";249;"A";0;"A";260;"A"
"2025-01-01 04:45";98.09;"A";4213.67;"A";31.47;"A";21.83;"A";19.23;"A";7.77;"A";60.02;"A";12;"A";0.82;"A";86.75;"A";1021.38;"A";7;"A";6;"A";4;"A";224;"A";0;"A";273.33;"A"
"2025-01-01 05:00";98.09;"A";4213.67;"A";30.1;"A";20.89;"A";18.4;"A";7.83;"A";60.01;"A";10;"A";0.77;"A";87.05;"A";1021.42;"A";6;"A";6;"A";4;"A";210;"A";0;"A";216.67;"A"
"2025-01-01 05:15";98.09;"A";4213.6;"A";30.43;"A";21.12;"A";18.6;"A";7.64;"A";60.02;"A";10;"A";0.66;"A";86.8;"A";1021.49;"A";6;"A";6;"A";4;"A";211;"A";0;"A";246.67;"A"
"2025-01-01 05:30";98.09;"A";4213.73;"A";30.62;"A";21.25;"A";18.72;"A";7.57;"A";60.01;"A";11;"A";0.55;"A";86.91;"A";1021.62;"A";7;"A";6;"A";4;"A";219;"A";0;"A";250;"A"
"2025-01-01 05:45";98.09;"A";4214;"A";29.59;"A";20.54;"A";18.09;"A";7.56;"A";60;"A";11;"A";0.54;"A";87.12;"A";1021.76;"A";7;"A";6;"A";5;"A";211;"A";0;"A";213.33;"A"
"2025-01-01 06:00";98.09;"A";4213.73;"A";28.98;"A";20.12;"A";17.73;"A";7.64;"A";60;"A";12;"A";0.6;"A";87.26;"A";1021.78;"A";7;"A";5;"A";4;"A";208;"A";0;"A";196.67;"A"
"2025-01-01 06:15";98.09;"A";4213.6;"A";28.82;"A";20.02;"A";17.63;"A";7.69;"A";60;"A";12;"A";0.62;"A";87.45;"A";1021.82;"A";6;"A";5;"A";5;"A";211;"A";0.33;"A";196.67;"A"
"2025-01-01 06:30";98.09;"A";4213.8;"A";28.58;"A";19.85;"A";17.48;"A";7.68;"A";59.98;"A";12;"A";0.63;"A";87.13;"A";1021.99;"A";6;"A";5;"A";5;"A";209;"A";0;"A";240;"A"
"2025-01-01 06:45";98.08;"A";4213.67;"A";28.36;"A";19.7;"A";17.35;"A";7.64;"A";59.95;"A";12;"A";0.61;"A";86.84;"A";1021.96;"A";7;"A";6;"A";5;"A";202;"A";0;"A";153.33;"A"
"2025-01-01 07:00";98.08;"A";4213.67;"A";28.53;"A";19.82;"A";17.45;"A";7.53;"A";60.01;"A";12;"A";0.58;"A";86.67;"A";1021.98;"A";7;"A";6;"A";4;"A";203;"A";0;"A";146.67;"A"
"2025-01-01 07:15";98.08;"A";4213.67;"A";29.13;"A";20.23;"A";17.82;"A";7.41;"A";59.99;"A";12;"A";0.58;"A";86.37;"A";1021.95;"A";7;"A";5;"A";4;"A";208;"A";0;"A";230;"A"
"2025-01-01 07:30";98.08;"A";4214;"A";29.75;"A";20.66;"A";18.19;"A";7.35;"A";60.05;"A";12;"A";0.55;"A";86.03;"A";1021.92;"A";7;"A";6;"A";5;"A";209;"A";0;"A";186.67;"A"
"2025-01-01 07:45";98.08;"A";4213.6;"A";30.72;"A";21.32;"A";18.78;"A";7.41;"A";60.02;"A";11;"A";0.49;"A";86.53;"A";1021.93;"A";7;"A";5;"A";4;"A";202;"A";0;"A";140;"A"
"2025-01-01 08:00";98.08;"A";4213.73;"A";30.7;"A";21.31;"A";18.77;"A";7.3;"A";59.94;"A";12;"A";0.46;"A";86.01;"A";1021.99;"A";8;"A";5;"A";4;"A";205;"A";0;"A";316.67;"A"
"2025-01-01 08:15";98.08;"A";4213.73;"A";31.62;"A";21.94;"A";19.32;"A";7.32;"A";59.96;"A";12;"A";0.51;"A";85.95;"A";1022.13;"A";8;"A";5;"A";4;"A";226;"A";0.67;"A";330;"A"
"2025-01-01 08:30";98.08;"A";4213.73;"A";37.15;"A";25.73;"A";22.66;"A";7.35;"A";59.94;"A";13;"A";0.63;"A";85.79;"A";1022.22;"A";7;"A";5;"A";6;"A";257;"A";0.33;"A";330;"A"
"2025-01-01 08:45";98.08;"A";4213.73;"A";40.81;"A";28.24;"A";24.87;"A";7.38;"A";60.02;"A";13;"A";0.77;"A";85.69;"A";1022.23;"A";6;"A";5;"A";7;"A";296;"A";0;"A";170;"A"
"2025-01-01 09:00";98.08;"A";4213.67;"A";33.65;"A";23.33;"A";20.55;"A";7.77;"A";59.93;"A";14;"A";1.32;"A";84.38;"A";1022.42;"A";7;"A";4;"A";7;"A";256;"A";0.33;"A";313.33;"A"
"2025-01-01 09:15";98.07;"A";4213.93;"A";33.94;"A";23.53;"A";20.72;"A";7.82;"A";59.95;"A";14;"A";1.68;"A";82.81;"A";1022.46;"A";9;"A";4;"A";5;"A";237;"A";1;"A";340;"A"
"2025-01-01 09:30";98.07;"A";4213.93;"A";29.5;"A";20.48;"A";18.04;"A";7.9;"A";59.96;"A";15;"A";2.14;"A";81.33;"A";1022.29;"A";8;"A";3;"A";7;"A";210;"A";0;"A";326.67;"A"
"2025-01-01 09:45";98.07;"A";4213.6;"A";26.6;"A";18.5;"A";16.29;"A";8.09;"A";59.93;"A";16;"A";2.66;"A";79.52;"A";1022.08;"A";9;"A";3;"A";7;"A";197;"A";0;"A";340;"A"
"2025-01-01 10:00";98.07;"A";4213.73;"A";26.03;"A";18.33;"A";15.92;"A";8.26;"A";59.95;"A";17;"A";3.26;"A";77.41;"A";1021.93;"A";7;"A";2;"A";10;"A";197;"A";0;"A";206.67;"A"
"2025-01-01 10:15";98.07;"A";4213.73;"A";28.93;"A";23.1;"A";16.25;"A";8.59;"A";59.52;"A";18;"A";3.77;"A";75.94;"A";1021.82;"A";6;"A";2;"A";12;"A";202;"A";0;"A";203.33;"A"
"2025-01-01 10:30";98.07;"A";4210.33;"A";31.43;"A";23.37;"A";16.5;"A";9.09;"A";58.4;"A";18;"A";4.43;"A";73.78;"A";1021.64;"A";6;"A";2;"A";12;"A";213;"A";0;"A";310;"A"
"2025-01-01 10:45";97.88;"A";4190.87;"A";29.51;"A";22.55;"A";16.5;"A";9.62;"A";57.21;"A";20;"A";4.96;"A";72.15;"A";1021.47;"A";6;"A";2;"A";14;"A";215;"A";0.67;"A";330;"A"
"2025-01-01 11:00";97.88;"A";4211.13;"A";31.46;"A";23.81;"A";16.96;"A";10.24;"A";55.71;"A";19;"A";5.75;"A";69.3;"A";1021.07;"A";7;"A";1;"A";12;"A";218;"A";0;"A";260;"A"
"2025-01-01 11:15";97.95;"A";4211.93;"A";26.91;"A";21.43;"A";15.56;"A";11.03;"A";53.59;"A";19;"A";6.39;"A";67.26;"A";1020.81;"A";8;"A";2;"A";11;"A";222;"A";0;"A";113.33;"A"
"2025-01-01 11:30";97.99;"A";4212.73;"A";25.62;"A";20.11;"A";14.38;"A";11.66;"A";52.02;"A";20;"A";6.55;"A";67.18;"A";1020.55;"A";9;"A";2;"A";12;"A";203;"A";0.67;"A";340;"A"
"2025-01-01 11:45";98.02;"A";4212.87;"A";24.67;"A";19.12;"A";13.96;"A";11.9;"A";51.83;"A";22;"A";6.7;"A";67.19;"A";1020.43;"A";9;"A";2;"A";13;"A";199;"A";0.33;"A";233.33;"A"
"2025-01-01 12:00";98.03;"A";4212.87;"A";22.3;"A";17.27;"A";12.19;"A";12.05;"A";51.9;"A";20;"A";6.99;"A";66.91;"A";1020.16;"A";13;"A";2;"A";7;"A";190;"A";0.33;"A";336.67;"A"
"2025-01-01 12:15";98.04;"A";4212.8;"A";22.64;"A";17.14;"A";12.27;"A";12.2;"A";51.96;"A";20;"A";7.23;"A";66.39;"A";1019.89;"A";14;"A";2;"A";6;"A";181;"A";0;"A";160;"A"
"2025-01-01 12:30";98.05;"A";4212.93;"A";23.83;"A";17.72;"A";12.83;"A";12.42;"A";51.95;"A";21;"A";7.49;"A";66.21;"A";1019.69;"A";12;"A";2;"A";9;"A";186;"A";0;"A";166.67;"A"
"2025-01-01 12:45";98.06;"A";4213;"A";22.68;"A";17.75;"A";12.27;"A";12.67;"A";51.85;"A";21;"A";7.83;"A";65.7;"A";1019.34;"A";12;"A";1;"A";9;"A";183;"A";0;"A";163.33;"A"
"2025-01-01 13:00";98.06;"A";4213;"A";23.11;"A";17.49;"A";12.35;"A";12.95;"A";51.34;"A";22;"A";8.2;"A";64.37;"A";1019.1;"A";13;"A";1;"A";9;"A";184;"A";0.33;"A";200;"A"
"2025-01-01 13:15";98.06;"A";4212.93;"A";18.69;"A";14.4;"A";10.13;"A";13.25;"A";50.42;"A";22;"A";8.53;"A";63.07;"A";1019.04;"A";14;"A";1;"A";8;"A";175;"A";0;"A";160;"A"
"2025-01-01 13:30";98.06;"A";4212.87;"A";18.21;"A";12.88;"A";9.01;"A";13.58;"A";49.59;"A";23;"A";8.82;"A";61.84;"A";1018.77;"A";15;"A";1;"A";7;"A";159;"A";0.33;"A";140;"A"
"2025-01-01 13:45";98.06;"A";4212.8;"A";19.12;"A";13.29;"A";9.34;"A";13.86;"A";49.26;"A";23;"A";9;"A";61.88;"A";1018.44;"A";14;"A";1;"A";9;"A";167;"A";0;"A";50;"A"
"2025-01-01 14:00";98.06;"A";4212.87;"A";17.89;"A";13.13;"A";9.29;"A";14.12;"A";48.89;"A";23;"A";9.32;"A";61.01;"A";1018.38;"A";13;"A";1;"A";10;"A";164;"A";0;"A";186.67;"A"
"2025-01-01 14:15";98.06;"A";4212.8;"A";15.46;"A";10.77;"A";7.79;"A";14.36;"A";47.6;"A";23;"A";9.5;"A";59.1;"A";1018.17;"A";14;"A";1;"A";10;"A";157;"A";0;"A";116.67;"A"
"2025-01-01 14:30";98.06;"A";4212.8;"A";12.74;"A";9.63;"A";6.71;"A";14.6;"A";46.22;"A";25;"A";9.79;"A";56.95;"A";1017.79;"A";16;"A";1;"A";10;"A";146;"A";0.33;"A";246.67;"A"
"2025-01-01 14:45";98.06;"A";4212.8;"A";12.06;"A";8.89;"A";6.44;"A";14.82;"A";45.9;"A";25;"A";9.87;"A";57.49;"A";1017.61;"A";16;"A";1;"A";9;"A";146;"A";0;"A";126.67;"A"
"2025-01-01 15:00";98.01;"A";4198.33;"A";11.47;"A";8.85;"A";6.29;"A";14.97;"A";46.1;"A";24;"A";9.88;"A";57.8;"A";1017.73;"A";16;"A";1;"A";7;"A";149;"A";0;"A";86.67;"A"
"2025-01-01 15:15";97.87;"A";4206.33;"A";11.09;"A";8.12;"A";6.07;"A";15.03;"A";46.03;"A";25;"A";9.81;"A";58.36;"A";1017.51;"A";16;"A";1;"A";8;"A";151;"A";0;"A";270;"A"
"2025-01-01 15:30";97.94;"A";4211.8;"A";8.99;"A";6.79;"A";5.09;"A";14.98;"A";46.82;"A";24;"A";9.69;"A";59.87;"A";1017.49;"A";17;"A";1;"A";7;"A";140;"A";0;"A";70;"A"
"2025-01-01 15:45";97.98;"A";4212.2;"A";8.14;"A";6.45;"A";4.74;"A";14.89;"A";47.64;"A";25;"A";9.5;"A";61.38;"A";1017.58;"A";18;"A";1;"A";6;"A";134;"A";0;"A";270;"A"
"2025-01-01 16:00";98.01;"A";4212.8;"A";7.68;"A";5.99;"A";4.58;"A";14.71;"A";48.52;"A";24;"A";9.06;"A";63.25;"A";1017.45;"A";17;"A";1;"A";7;"A";138;"A";0;"A";206.67;"A"
"2025-01-01 16:15";98.03;"A";4212.8;"A";7.43;"A";6.35;"A";4.68;"A";14.4;"A";49.27;"A";25;"A";8.58;"A";65.08;"A";1017.45;"A";16;"A";1;"A";9;"A";133;"A";0.33;"A";116.67;"A"
"2025-01-01 16:30";98.04;"A";4212.87;"A";9.72;"A";7.87;"A";5.73;"A";13.99;"A";51.04;"A";24;"A";8.11;"A";68.51;"A";1017.56;"A";16;"A";1;"A";8;"A";141;"A";0;"A";73.33;"A"
"2025-01-01 16:45";98.05;"A";4212.87;"A";13.76;"A";11.47;"A";8.02;"A";13.55;"A";54.39;"A";22;"A";7.63;"A";73.15;"A";1017.5;"A";15;"A";2;"A";7;"A";158;"A";0;"A";73.33;"A"
"2025-01-01 17:00";98.05;"A";4213;"A";20.74;"A";16.79;"A";11.66;"A";13.11;"A";57.03;"A";22;"A";7.19;"A";76.37;"A";1017.09;"A";16;"A";2;"A";6;"A";165;"A";0;"A";180;"A"
"2025-01-01 17:15";98.04;"A";4208.07;"A";23.38;"A";18.88;"A";13.36;"A";12.71;"A";59.15;"A";21;"A";6.9;"A";78.82;"A";1017.01;"A";16;"A";2;"A";5;"A";168;"A";0;"A";150;"A"
"2025-01-01 17:30";97.92;"A";4203.2;"A";25.78;"A";17.93;"A";15.79;"A";12.82;"A";60.12;"A";21;"A";6.62;"A";81.59;"A";1017.19;"A";16;"A";2;"A";5;"A";170;"A";0;"A";140;"A"
"2025-01-01 17:45";97.96;"A";4212;"A";29.53;"A";20.5;"A";18.06;"A";12.97;"A";60.07;"A";20;"A";6.36;"A";83.24;"A";1017.35;"A";15;"A";2;"A";5;"A";175;"A";0;"A";170;"A"
"2025-01-01 18:00";98;"A";4212.73;"A";32.45;"A";22.51;"A";19.82;"A";12.94;"A";60.07;"A";20;"A";6.06;"A";84.35;"A";1017.21;"A";14;"A";2;"A";6;"A";184;"A";0;"A";123.33;"A"
"2025-01-01 18:15";98.02;"A";4212.67;"A";33.93;"A";23.52;"A";20.72;"A";12.93;"A";60.02;"A";20;"A";5.93;"A";85.2;"A";1017.33;"A";14;"A";2;"A";6;"A";189;"A";0.33;"A";93.33;"A"
"2025-01-01 18:30";98.03;"A";4212.87;"A";34.25;"A";23.74;"A";20.91;"A";12.77;"A";59.93;"A";19;"A";5.78;"A";85.05;"A";1017.33;"A";14;"A";3;"A";5;"A";188;"A";0;"A";93.33;"A"
"2025-01-01 18:45";98.04;"A";4212.87;"A";34.24;"A";23.74;"A";20.91;"A";12.34;"A";59.95;"A";18;"A";5.57;"A";84.08;"A";1017.15;"A";14;"A";2;"A";4;"A";189;"A";0.33;"A";123.33;"A"
"2025-01-01 19:00";98.05;"A";4213.07;"A";34.18;"A";23.69;"A";20.87;"A";12;"A";59.98;"A";18;"A";5.32;"A";83.88;"A";1017.18;"A";14;"A";3;"A";4;"A";190;"A";0;"A";120;"A"
"2025-01-01 19:15";98.05;"A";4213.07;"A";31.54;"A";21.88;"A";19.27;"A";11.71;"A";59.95;"A";19;"A";5.2;"A";82.95;"A";1017.03;"A";15;"A";3;"A";4;"A";190;"A";0;"A";253.33;"A"
"2025-01-01 19:30";98.05;"A";4213;"A";30.95;"A";21.48;"A";18.92;"A";11.4;"A";60;"A";18;"A";5.04;"A";82.53;"A";1016.98;"A";14;"A";2;"A";4;"A";188;"A";0;"A";130;"A"
"2025-01-01 19:45";98.06;"A";4213.2;"A";31.09;"A";21.58;"A";19;"A";11.2;"A";59.98;"A";19;"A";4.86;"A";82.53;"A";1016.98;"A";15;"A";2;"A";4;"A";192;"A";0.33;"A";113.33;"A"
"2025-01-01 20:00";98.06;"A";4213.47;"A";31.74;"A";22.02;"A";19.39;"A";11;"A";60.03;"A";18;"A";4.66;"A";82.65;"A";1017.18;"A";14;"A";2;"A";5;"A";197;"A";0.33;"A";133.33;"A"
"2025-01-01 20:15";98.06;"A";4213.47;"A";33.7;"A";23.37;"A";20.58;"A";10.83;"A";59.99;"A";19;"A";4.4;"A";82.91;"A";1017.08;"A";14;"A";2;"A";5;"A";205;"A";1.33;"A";340;"A"
"2025-01-01 20:30";98.06;"A";4213.47;"A";32.68;"A";22.66;"A";19.96;"A";10.61;"A";59.99;"A";18;"A";4.1;"A";83.3;"A";1017.1;"A";14;"A";3;"A";5;"A";202;"A";0;"A";30;"A"
"2025-01-01 20:45";98.06;"A";4213.67;"A";32.73;"A";22.7;"A";19.99;"A";10.4;"A";60.03;"A";18;"A";3.84;"A";83.72;"A";1016.94;"A";13;"A";3;"A";6;"A";204;"A";0.33;"A";240;"A"
"2025-01-01 21:00";98.06;"A";4214;"A";32.86;"A";22.79;"A";20.07;"A";10.18;"A";60;"A";18;"A";3.51;"A";83.89;"A";1016.96;"A";12;"A";3;"A";7;"A";208;"A";0;"A";196.67;"A"
"2025-01-01 21:15";98.05;"A";4213.6;"A";30.79;"A";21.37;"A";18.82;"A";10.02;"A";59.98;"A";18;"A";3.54;"A";83.49;"A";1016.83;"A";12;"A";3;"A";7;"A";208;"A";0;"A";10;"A"
"2025-01-01 21:30";98.05;"A";4213.67;"A";30.78;"A";21.36;"A";18.81;"A";9.89;"A";59.97;"A";18;"A";3.46;"A";83.02;"A";1016.85;"A";9;"A";2;"A";9;"A";209;"A";0;"A";193.33;"A"
"2025-01-01 21:45";98.05;"A";4213.67;"A";29.41;"A";20.42;"A";17.98;"A";9.72;"A";59.95;"A";18;"A";3.41;"A";82.52;"A";1016.68;"A";10;"A";2;"A";9;"A";205;"A";0;"A";73.33;"A"
"2025-01-01 22:00";98.05;"A";4213.67;"A";28.38;"A";19.72;"A";17.37;"A";9.52;"A";60;"A";18;"A";3.32;"A";82.13;"A";1016.46;"A";10;"A";3;"A";8;"A";207;"A";0;"A";63.33;"A"
"2025-01-01 22:15";98.05;"A";4213.6;"A";28.03;"A";19.47;"A";17.15;"A";9.38;"A";59.97;"A";17;"A";3.25;"A";81.65;"A";1016.35;"A";10;"A";2;"A";7;"A";209;"A";0.33;"A";126.67;"A"
"2025-01-01 22:30";98.05;"A";4213.67;"A";28.31;"A";19.67;"A";17.32;"A";9.17;"A";60;"A";17;"A";3.1;"A";81.74;"A";1016.27;"A";10;"A";3;"A";8;"A";213;"A";0.33;"A";90;"A"
"2025-01-01 22:45";98.05;"A";4214;"A";28.5;"A";19.8;"A";17.44;"A";9.06;"A";59.98;"A";17;"A";2.92;"A";81.89;"A";1016.3;"A";9;"A";3;"A";8;"A";212;"A";0.67;"A";116.67;"A"
"2025-01-01 23:00";98.05;"A";4213.8;"A";27.93;"A";19.41;"A";17.09;"A";8.83;"A";60.05;"A";16;"A";2.9;"A";81.38;"A";1016.4;"A";8;"A";3;"A";8;"A";214;"A";0;"A";110;"A"
"2025-01-01 23:15";98.05;"A";4213.73;"A";30.26;"A";21.01;"A";18.5;"A";8.78;"A";60.02;"A";16;"A";2.61;"A";82.34;"A";1016.52;"A";6;"A";3;"A";10;"A";228;"A";0.67;"A";126.67;"A"
"2025-01-01 23:30";98.05;"A";4213.73;"A";32.07;"A";22.24;"A";19.59;"A";8.67;"A";59.96;"A";15;"A";2.37;"A";82.64;"A";1016.41;"A";6;"A";3;"A";10;"A";232;"A";0;"A";93.33;"A"
"2025-01-01 23:45";98.05;"A";4213.73;"A";31.73;"A";22.02;"A";19.39;"A";8.46;"A";60.03;"A";15;"A";2.14;"A";82.83;"A";1016.28;"A";8;"A";5;"A";7;"A";235;"A";0.33;"A";176.67;"A"
"2025-01-02 00:00";98.05;"A";4213.8;"A";31.02;"A";21.53;"A";18.96;"A";8.35;"A";60;"A";15;"A";2.12;"A";82.38;"A";1016.22;"A";7;"A";4;"A";8;"A";223;"A";0.33;"A";210;"A"
"2025-01-02 00:15";98.05;"A";4213.73;"A";31.1;"A";21.58;"A";19.01;"A";8.19;"A";59.97;"A";15;"A";2.13;"A";81.88;"A";1016.13;"A";7;"A";3;"A";7;"A";225;"A";0;"A";193.33;"A"
"2025-01-02 00:30";98.05;"A";4213.67;"A";34.28;"A";23.76;"A";20.93;"A";8.31;"A";59.99;"A";15;"A";2.01;"A";82.92;"A";1015.85;"A";8;"A";4;"A";7;"A";231;"A";0;"A";116.67;"A"
"2025-01-02 00:45";98.05;"A";4214;"A";35.66;"A";24.71;"A";21.77;"A";8.25;"A";60.06;"A";14;"A";1.95;"A";83.19;"A";1015.76;"A";7;"A";4;"A";8;"A";237;"A";0.33;"A";123.33;"A"
"2025-01-02 01:00";98.05;"A";4213.73;"A";35.86;"A";24.85;"A";21.88;"A";8.24;"A";60.01;"A";14;"A";1.85;"A";83.41;"A";1015.61;"A";6;"A";4;"A";8;"A";237;"A";0.33;"A";126.67;"A"
"2025-01-02 01:15";98.05;"A";4213.8;"A";37.6;"A";26.04;"A";22.93;"A";8.31;"A";60.04;"A";15;"A";1.85;"A";83.85;"A";1015.51;"A";6;"A";4;"A";9;"A";240;"A";0;"A";133.33;"A"
"2025-01-02 01:30";98.04;"A";4213.73;"A";39.72;"A";27.5;"A";24.22;"A";8.33;"A";60.02;"A";15;"A";1.88;"A";83.94;"A";1015.46;"A";6;"A";3;"A";9;"A";243;"A";0;"A";140;"A"
"2025-01-02 01:45";98.04;"A";4213.73;"A";42.77;"A";29.59;"A";26.06;"A";8.44;"A";60;"A";15;"A";1.91;"A";84.21;"A";1015.34;"A";7;"A";3;"A";8;"A";242;"A";0;"A";136.67;"A"
"2025-01-02 02:00";98.04;"A";4213.73;"A";44.14;"A";30.53;"A";26.89;"A";8.4;"A";60.02;"A";14;"A";1.82;"A";84.16;"A";1015.37;"A";7;"A";4;"A";7;"A";242;"A";0;"A";116.67;"A"
"2025-01-02 02:15";98.04;"A";4213.67;"A";45.48;"A";31.45;"A";27.7;"A";8.43;"A";59.95;"A";14;"A";1.84;"A";84.58;"A";1015.36;"A";7;"A";4;"A";8;"A";245;"A";0;"A";136.67;"A"
"2025-01-02 02:30";98.04;"A";4213.73;"A";47.09;"A";32.55;"A";28.67;"A";8.46;"A";60;"A";15;"A";1.95;"A";84.07;"A";1015.4;"A";7;"A";4;"A";8;"A";249;"A";0.33;"A";123.33;"A"
"2025-01-02 02:45";98.04;"A";4213.8;"A";50.6;"A";34.96;"A";30.79;"A";8.48;"A";59.99;"A";15;"A";1.93;"A";84.21;"A";1015.42;"A";7;"A";4;"A";7;"A";252;"A";0;"A";186.67;"A"
"2025-01-02 03:00";98.04;"A";4213.8;"A";54.48;"A";37.62;"A";33.13;"A";8.53;"A";59.93;"A";14;"A";1.76;"A";85.23;"A";1015.18;"A";6;"A";4;"A";8;"A";256;"A";0;"A";170;"A"
"2025-01-02 03:15";98.04;"A";4213.8;"A";59.58;"A";41.12;"A";36.21;"A";8.55;"A";60.05;"A";15;"A";1.71;"A";85.91;"A";1014.99;"A";6;"A";4;"A";9;"A";260;"A";0.33;"A";196.67;"A"
"2025-01-02 03:30";98.03;"A";4213.8;"A";61.62;"A";42.52;"A";37.45;"A";8.65;"A";60.03;"A";15;"A";1.69;"A";86.24;"A";1015.03;"A";5;"A";4;"A";10;"A";267;"A";0;"A";90;"A"
