timestamp;TC~T-QM[Cairnet CXM24280940];in °C;HR~T-QM[Cairnet CXM24280940];in %;PA~T-QM[Cairnet CXM24280940];in hPa;CO~4672-QM[Cairnet CXM24280940];in ppb;O3-NO2~4694-QM[Cairnet CXM24280940];in ppb;SO2~4715-QM[Cairnet CXM24280940];in ppb;NO2~4581-QM[Cairnet CXM24280940];in ppb;O3~0940-QM[Cairnet CXM24280940];in ppb;PM10~D641-QM[Cairnet CXM24280940];in µg/m3;PM2.5~D641-QM[Cairnet CXM24280940];in µg/m3;PM1~D641-QM[Cairnet CXM24280940];in µg/m3
(in display TZ);value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc
01.10.2025 10:30;8.09;A;80.94;A;1011.78;A;57;A;26;A;0;A;15;A;11;A;11.09;A;8.22;A;5.83;A
01.10.2025 10:45;8.27;A;79.56;A;1011.75;A;64;A;26;A;0;A;16;A;10;A;10.95;A;7.68;A;5.8;A
01.10.2025 11:00;8.41;A;78.47;A;1011.82;A;66;A;27;A;0;A;16;A;10;A;11.23;A;8.11;A;5.89;A
01.10.2025 11:15;8.82;A;77.33;A;1011.8;A;72;A;26;A;0;A;15;A;11;A;13.3;A;8.42;A;5.89;A
01.10.2025 11:30;8.98;A;75.1;A;1011.62;A;63;A;27;A;0;A;16;A;11;A;12.98;A;8.5;A;6.27;A
01.10.2025 11:45;9.16;A;73.29;A;1011.6;A;62;A;27;A;0;A;15;A;12;A;11.98;A;8;A;5.72;A
01.10.2025 12:00;9.32;A;72.95;A;1011.58;A;64;A;27;A;0;A;16;A;11;A;11.91;A;7.95;A;5.83;A
01.10.2025 12:15;9.53;A;71.65;A;1011.58;A;76;A;26;A;0;A;15;A;11;A;12.22;A;8.14;A;5.74;A
01.10.2025 12:30;9.7;A;71.66;A;1011.53;A;78;A;27;A;0;A;16;A;11;A;12.45;A;8.17;A;5.91;A
01.10.2025 12:45;9.67;A;70.59;A;1011.45;A;71;A;27;A;0;A;15;A;12;A;11.34;A;8.12;A;5.67;A
01.10.2025 13:00;9.56;A;73.17;A;1011.26;A;83;A;28;A;0;A;17;A;11;A;13.4;A;9.22;A;6.5;A
01.10.2025 13:15;9.31;A;77.16;A;1011.2;A;82;A;27;A;0;A;15;A;12;A;13.08;A;9.31;A;6.45;A
01.10.2025 13:30;9.12;A;77.97;A;1011.17;A;79;A;26;A;0;A;15;A;11;A;12.54;A;8.9;A;6.52;A
01.10.2025 13:45;9.14;A;77.41;A;1011.16;A;80;A;25;A;0;A;14;A;11;A;14.72;A;9.3;A;6.81;A
01.10.2025 14:00;9.5;A;76.53;A;1011.18;A;92;A;27;A;0;A;16;A;10;A;15.83;A;11.62;A;8.4;A
01.10.2025 14:15;10.15;A;74.7;A;1011.09;A;94;A;24;A;0;A;13;A;11;A;14.82;A;9.92;A;7.42;A
01.10.2025 14:30;10.55;A;71.45;A;1011.14;A;90;A;26;A;0;A;15;A;12;A;12.98;A;9.09;A;6.92;A
01.10.2025 14:45;10.75;A;70.94;A;1011.1;A;92;A;28;A;0;A;17;A;11;A;15.38;A;10.29;A;7.16;A
01.10.2025 15:00;11.07;A;70.81;A;1011.15;A;100;A;27;A;0;A;16;A;12;A;14.87;A;10.46;A;7.52;A
01.10.2025 15:15;11.5;A;68.44;A;1011.13;A;102;A;26;A;0;A;14;A;12;A;14.81;A;10.37;A;7.39;A
01.10.2025 15:30;11.55;A;68.01;A;1011.06;A;125;A;28;A;0;A;17;A;11;A;21.45;A;15.69;A;11.4;A
01.10.2025 15:45;11.56;A;67.66;A;1011.17;A;126;A;28;A;0;A;16;A;12;A;15.73;A;11.06;A;7.83;A
01.10.2025 16:00;11.56;A;67.99;A;1011.12;A;115;A;28;A;0;A;16;A;11;A;16.16;A;10.41;A;7.71;A
01.10.2025 16:15;11.57;A;67.65;A;1011.01;A;116;A;28;A;0;A;17;A;12;A;17.63;A;11.21;A;7.7;A
01.10.2025 16:30;11.75;A;67.3;A;1010.96;A;359;A;27;A;1;A;15;A;12;A;17.37;A;11.21;A;8.23;A
01.10.2025 16:45;11.63;A;67.54;A;1010.81;A;121;A;29;A;0;A;18;A;11;A;17.46;A;12.69;A;9.2;A
01.10.2025 17:00;11.53;A;68.55;A;1010.76;A;115;A;28;A;0;A;17;A;10;A;18.24;A;12.32;A;8.47;A
01.10.2025 17:15;11.52;A;68.62;A;1010.77;A;138;A;26;A;0;A;15;A;11;A;18.47;A;12.23;A;8.91;A
01.10.2025 17:30;11.44;A;69.81;A;1010.92;A;130;A;27;A;0;A;17;A;10;A;17.92;A;13.34;A;9.68;A
01.10.2025 17:45;11.43;A;70.12;A;1010.79;A;146;A;26;A;0;A;17;A;10;A;21.18;A;14.21;A;10.33;A
01.10.2025 18:00;11.38;A;70.58;A;1010.9;A;139;A;26;A;0;A;16;A;9;A;18.76;A;13.54;A;9.36;A
01.10.2025 18:15;11.31;A;70.21;A;1011.11;A;130;A;27;A;0;A;17;A;10;A;18.48;A;12.65;A;9.43;A
01.10.2025 18:30;11.18;A;70.92;A;1010.98;A;119;A;26;A;0;A;17;A;9;A;17.92;A;12.14;A;8.76;A
01.10.2025 18:45;11;A;71.99;A;1011.15;A;106;A;25;A;0;A;16;A;9;A;17.96;A;11.53;A;8.69;A
01.10.2025 19:00;10.88;A;73;A;1010.95;A;100;A;25;A;0;A;16;A;9;A;17.54;A;11.93;A;8.3;A
01.10.2025 19:15;10.79;A;72.77;A;1010.86;A;95;A;24;A;0;A;16;A;9;A;17.89;A;11.85;A;8.79;A
01.10.2025 19:30;10.74;A;73.09;A;1010.97;A;107;A;24;A;0;A;16;A;8;A;17.79;A;12.03;A;8.48;A
01.10.2025 19:45;10.66;A;73.54;A;1011.02;A;95;A;24;A;0;A;15;A;9;A;18.59;A;12.44;A;9.15;A
01.10.2025 20:00;10.63;A;73.84;A;1011.08;A;91;A;24;A;0;A;14;A;10;A;21.74;A;15.32;A;10.96;A
01.10.2025 20:15;10.62;A;73.9;A;1011.26;A;100;A;24;A;0;A;13;A;11;A;21.37;A;14.68;A;10.62;A
01.10.2025 20:30;10.55;A;74.73;A;1011.22;A;108;A;24;A;0;A;13;A;11;A;22.47;A;15.76;A;11.15;A
01.10.2025 20:45;10.47;A;75.38;A;1011.11;A;113;A;24;A;0;A;13;A;10;A;21.33;A;14.55;A;10.88;A
01.10.2025 21:00;10.38;A;76.31;A;1011.16;A;121;A;24;A;0;A;13;A;11;A;22.84;A;15;A;11.14;A
01.10.2025 21:15;10.29;A;77.77;A;1011.14;A;113;A;23;A;0;A;13;A;10;A;21.69;A;14.95;A;10.95;A
01.10.2025 21:30;10.19;A;78.41;A;1011;A;106;A;23;A;0;A;12;A;11;A;21.1;A;14.96;A;11;A
01.10.2025 21:45;10.1;A;79.47;A;1010.96;A;110;A;23;A;0;A;13;A;10;A;21.53;A;14.91;A;10.97;A
01.10.2025 22:00;9.94;A;81.52;A;1010.92;A;96;A;22;A;0;A;12;A;10;A;19.74;A;13.46;A;10.6;A
01.10.2025 22:15;9.79;A;82.3;A;1010.81;A;87;A;22;A;0;A;12;A;10;A;16.19;A;11.55;A;10.4;A
01.10.2025 22:30;9.74;A;82.76;A;1010.76;A;82;A;22;A;0;A;12;A;10;A;15.39;A;11.03;A;10.29;A
01.10.2025 22:45;9.68;A;83.03;A;1010.77;A;82;A;22;A;0;A;11;A;10;A;15.59;A;11.18;A;10.43;A
01.10.2025 23:00;9.61;A;82.99;A;1010.71;A;82;A;22;A;0;A;12;A;10;A;16.22;A;11.34;A;10.3;A
01.10.2025 23:15;9.55;A;84.06;A;1010.66;A;79;A;22;A;0;A;12;A;10;A;15.9;A;11.4;A;10.65;A
01.10.2025 23:30;9.45;A;84.93;A;1010.52;A;77;A;21;A;0;A;11;A;10;A;15.83;A;11.35;A;10.6;A
01.10.2025 23:45;9.36;A;85.32;A;1010.49;A;89;A;21;A;0;A;11;A;10;A;16.12;A;11.56;A;10.8;A
02.10.2025 00:00;9.36;A;85.29;A;1010.51;A;102;A;21;A;0;A;10;A;10;A;16.02;A;11.49;A;10.73;A
02.10.2025 00:15;9.42;A;85.27;A;1010.47;A;97;A;21;A;0;A;11;A;10;A;15.94;A;11.43;A;10.68;A
02.10.2025 00:30;9.48;A;84.93;A;1010.29;A;89;A;20;A;0;A;10;A;10;A;15.06;A;10.79;A;10.06;A
02.10.2025 00:45;9.48;A;84.61;A;1010.3;A;83;A;20;A;0;A;10;A;10;A;15.7;A;11.25;A;10.51;A
02.10.2025 01:00;9.5;A;84.05;A;1010.28;A;80;A;20;A;1;A;10;A;9;A;15.79;A;11.32;A;10.57;A
02.10.2025 01:15;9.5;A;83.73;A;1010.33;A;82;A;19;A;1;A;10;A;9;A;16.69;A;11.55;A;10.3;A
02.10.2025 01:30;9.44;A;83.85;A;1010.53;A;82;A;20;A;1;A;10;A;10;A;15.57;A;11.16;A;10.42;A
02.10.2025 01:45;9.44;A;84.36;A;1010.58;A;85;A;19;A;1;A;10;A;9;A;15.62;A;11.2;A;10.45;A
02.10.2025 02:00;9.44;A;83.78;A;1010.53;A;86;A;18;A;1;A;9;A;9;A;16.93;A;11.97;A;10.54;A
02.10.2025 02:15;9.5;A;84.06;A;1010.46;A;91;A;18;A;1;A;9;A;9;A;15.95;A;11.43;A;10.58;A
02.10.2025 02:30;9.51;A;83.91;A;1010.41;A;94;A;18;A;1;A;10;A;9;A;16.26;A;11.66;A;10.9;A
02.10.2025 02:45;9.53;A;83.43;A;1010.33;A;98;A;18;A;1;A;9;A;9;A;16.09;A;11.54;A;10.78;A
02.10.2025 03:00;9.55;A;83.44;A;1010.28;A;101;A;18;A;1;A;9;A;9;A;17.07;A;12.08;A;10.75;A
02.10.2025 03:15;9.49;A;82.93;A;1010.22;A;102;A;18;A;1;A;9;A;9;A;17.72;A;12.72;A;10.72;A
02.10.2025 03:30;9.46;A;82.83;A;1010.23;A;101;A;19;A;1;A;10;A;9;A;17.19;A;12.49;A;10.66;A
02.10.2025 03:45;9.43;A;82.56;A;1010.21;A;100;A;18;A;1;A;9;A;9;A;16.18;A;11.78;A;10.52;A
02.10.2025 04:00;9.42;A;83.03;A;1010.17;A;96;A;18;A;1;A;9;A;9;A;18.05;A;12.48;A;10.42;A
02.10.2025 04:15;9.45;A;83.15;A;1010.11;A;97;A;18;A;1;A;9;A;9;A;16.17;A;11.54;A;10.37;A
02.10.2025 04:30;9.48;A;83.49;A;1010.05;A;100;A;18;A;1;A;9;A;9;A;16.25;A;11.61;A;10.58;A
02.10.2025 04:45;9.51;A;83.04;A;1010.1;A;101;A;18;A;1;A;9;A;9;A;16.69;A;12.1;A;10.64;A
02.10.2025 05:00;9.56;A;83.73;A;1010.08;A;103;A;18;A;1;A;9;A;9;A;16.37;A;11.74;A;10.97;A
02.10.2025 05:15;9.61;A;83.45;A;1010.11;A;102;A;18;A;1;A;8;A;10;A;16.68;A;12.01;A;11.02;A
02.10.2025 05:30;9.6;A;83.64;A;1009.98;A;106;A;18;A;1;A;10;A;9;A;17.08;A;12.26;A;11.47;A
02.10.2025 05:45;9.58;A;84.2;A;1010.11;A;115;A;19;A;1;A;10;A;9;A;17.2;A;12.35;A;11.55;A
02.10.2025 06:00;9.58;A;85.05;A;1010.18;A;113;A;18;A;1;A;10;A;8;A;17.61;A;12.65;A;11.84;A
02.10.2025 06:15;9.56;A;85.52;A;1010.16;A;118;A;18;A;1;A;10;A;8;A;17.87;A;12.84;A;12.02;A
02.10.2025 06:30;9.59;A;84.53;A;1010.24;A;141;A;19;A;0;A;13;A;6;A;18.34;A;13.19;A;12.35;A
02.10.2025 06:45;9.67;A;84.09;A;1010.41;A;130;A;19;A;1;A;12;A;7;A;18.49;A;13.3;A;12.46;A
02.10.2025 07:00;9.71;A;83.84;A;1010.4;A;139;A;19;A;1;A;12;A;7;A;18.1;A;13.01;A;12.18;A
02.10.2025 07:15;9.75;A;83.93;A;1010.47;A;156;A;19;A;1;A;12;A;7;A;18.51;A;13.32;A;12.48;A
02.10.2025 07:30;9.75;A;83.82;A;1010.57;A;187;A;19;A;1;A;15;A;5;A;19.16;A;13.79;A;12.92;A
02.10.2025 07:45;9.85;A;83.7;A;1010.51;A;259;A;20;A;1;A;14;A;6;A;20.91;A;15.17;A;13.55;A
02.10.2025 08:00;10.04;A;83.49;A;1010.58;A;295;A;23;A;1;A;18;A;5;A;21.2;A;15.29;A;14.36;A
02.10.2025 08:15;10.25;A;81.99;A;1010.79;A;209;A;21;A;1;A;13;A;8;A;25.34;A;18.34;A;14.46;A
02.10.2025 08:30;10.36;A;82.04;A;1010.91;A;223;A;21;A;1;A;15;A;6;A;39.54;A;28.61;A;25.73;A
02.10.2025 08:45;10.63;A;81.81;A;1010.92;A;246;A;25;A;1;A;21;A;5;A;64.32;A;45.29;A;39.01;A
02.10.2025 09:00;11.05;A;81.15;A;1011.12;A;235;A;22;A;0;A;16;A;6;A;35.54;A;25.9;A;22.97;A
02.10.2025 09:15;11.48;A;78.68;A;1011.05;A;212;A;22;A;0;A;14;A;8;A;32.04;A;23.87;A;18.32;A
02.10.2025 09:30;11.82;A;77.79;A;1011.11;A;224;A;22;A;1;A;16;A;7;A;54.18;A;40.15;A;28.37;A
02.10.2025 09:45;12.12;A;75.35;A;1011.19;A;273;A;23;A;1;A;16;A;7;A;79.39;A;55;A;38.95;A
02.10.2025 10:00;12.24;A;76.01;A;1011.28;A;278;A;24;A;1;A;17;A;7;A;68.97;A;50.08;A;35.17;A
02.10.2025 10:15;12.53;A;75.73;A;1011.33;A;259;A;22;A;0;A;14;A;8;A;61.75;A;44.6;A;31.62;A
02.10.2025 10:30;12.5;A;76.11;A;1011.36;A;327;A;23;A;1;A;16;A;7;A;93.08;A;70.31;A;49.94;A
02.10.2025 10:45;12.57;A;77.12;A;1011.49;A;484;A;24;A;0;A;17;A;6;A;127.78;A;95.17;A;66.45;A
02.10.2025 11:00;12.52;A;77.87;A;1011.55;A;645;A;25;A;1;A;18;A;7;A;175.57;A;127.08;A;86.68;A
02.10.2025 11:15;12.5;A;78.96;A;1011.66;A;619;A;26;A;0;A;15;A;11;A;89.96;A;67.78;A;47.12;A
02.10.2025 11:30;12.4;A;78.33;A;1011.72;A;384;A;27;A;0;A;14;A;13;A;65.25;A;49.94;A;34.86;A
02.10.2025 11:45;12.36;A;78.43;A;1011.77;A;714;A;28;A;0;A;18;A;10;A;101.48;A;80.04;A;55.01;A
02.10.2025 12:00;12.42;A;78.63;A;1011.82;A;721;A;28;A;0;A;18;A;10;A;98.43;A;75.34;A;51.65;A
02.10.2025 12:15;12.62;A;78.16;A;1011.96;A;795;A;29;A;0;A;18;A;10;A;92.73;A;73.39;A;50.26;A
02.10.2025 12:30;12.83;A;77.43;A;1012.09;A;752;A;28;A;0;A;17;A;10;A;96.54;A;76.75;A;52.45;A
02.10.2025 12:45;12.96;A;76.31;A;1012.02;A;696;A;29;A;0;A;18;A;11;A;90.64;A;69.83;A;47.73;A
02.10.2025 13:00;13.21;A;75.79;A;1012.08;A;1012;A;30;A;0;A;21;A;9;A;110.44;A;85.49;A;59.56;A
02.10.2025 13:15;13.45;A;75.74;A;1011.99;A;1024;A;30;A;1;A;23;A;7;A;116.55;A;92.54;A;65.03;A
02.10.2025 13:30;13.44;A;75.04;A;1012.08;A;881;A;30;A;1;A;22;A;7;A;107.57;A;85.03;A;58.11;A
02.10.2025 13:45;13.39;A;75.72;A;1012.04;A;611;A;29;A;0;A;23;A;6;A;79.55;A;63.64;A;43.71;A
02.10.2025 14:00;13.34;A;75.75;A;1012.23;A;304;A;30;A;0;A;23;A;7;A;43.02;A;34.12;A;24.67;A
02.10.2025 14:15;13.26;A;75.56;A;1012.1;A;175;A;30;A;0;A;17;A;14;A;31.16;A;23.98;A;17.26;A
02.10.2025 14:30;13.25;A;76.01;A;1012.16;A;299;A;31;A;0;A;20;A;11;A;51.94;A;41.14;A;28;A
02.10.2025 14:45;13.54;A;75.59;A;1012.15;A;183;A;30;A;0;A;16;A;14;A;31.24;A;24.9;A;17.57;A
02.10.2025 15:00;13.88;A;73.87;A;1012.24;A;264;A;30;A;0;A;17;A;13;A;51.84;A;41.67;A;28.49;A
02.10.2025 15:15;14.3;A;72.3;A;1012.17;A;358;A;31;A;0;A;21;A;11;A;66.71;A;53.17;A;36.89;A
02.10.2025 15:30;14.6;A;70.77;A;1012.16;A;370;A;31;A;0;A;20;A;10;A;85.98;A;67.26;A;46.18;A
02.10.2025 15:45;14.79;A;69.87;A;1012.17;A;363;A;34;A;0;A;25;A;10;A;91.08;A;72.04;A;49.89;A
02.10.2025 16:00;14.95;A;68.38;A;1012.12;A;380;A;33;A;0;A;22;A;11;A;91.53;A;71.24;A;50.47;A
02.10.2025 16:15;15.16;A;67.37;A;1011.88;A;357;A;34;A;0;A;21;A;13;A;73.23;A;59.59;A;41.91;A
02.10.2025 16:30;15.36;A;66.52;A;1011.72;A;920;A;35;A;1;A;23;A;12;A;73.57;A;57.03;A;40.15;A
02.10.2025 16:45;15.65;A;64.06;A;1011.75;A;308;A;34;A;0;A;19;A;15;A;56.11;A;43.61;A;30.98;A
02.10.2025 17:00;15.65;A;62.53;A;1011.66;A;228;A;38;A;0;A;20;A;18;A;38.56;A;30.52;A;22.24;A
02.10.2025 17:15;15.46;A;63.27;A;1011.68;A;471;A;54;A;0;A;44;A;15;A;35.78;A;29.01;A;20.72;A
02.10.2025 17:30;15.21;A;64.6;A;1011.7;A;258;A;37;A;0;A;21;A;15;A;34.59;A;26.99;A;19.28;A
