"timestamp";"TC~T-QM[Cairnet CXM24280940]";"in °C";"HR~T-QM[Cairnet CXM24280940]";"in %";"PA~T-QM[Cairnet CXM24280940]";"in hPa";"CO~4672-QM[Cairnet CXM24280940]";"in ppb";"O3-NO2~4694-QM[Cairnet CXM24280940]";"in ppb";"SO2~4715-QM[Cairnet CXM24280940]";"in ppb";"NO2~4581-QM[Cairnet CXM24280940]";"in ppb";"O3~0940-QM[Cairnet CXM24280940]";"in ppb";"PM10~D641-QM[Cairnet CXM24280940]";"in µg/m3";"PM2.5~D641-QM[Cairnet CXM24280940]";"in µg/m3";"PM1~D641-QM[Cairnet CXM24280940]";"in µg/m3"
"(in display TZ)";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc"
"2025-09-01 00:15";24.77;"A";48.35;"A";997.83;"A";268;"A";41;"A";0;"A";30;"A";11;"A";22.21;"A";12.04;"A";8.55;"A"
"2025-09-01 00:30";24.68;"A";47.99;"A";997.74;"A";247;"A";40;"A";0;"A";26;"A";13;"A";21.36;"A";12.07;"A";8.4;"A"
"2025-09-01 00:45";24.5;"A";48.76;"A";997.72;"A";270;"A";40;"A";0;"A";29;"A";10;"A";23.66;"A";14.66;"A";10.23;"A"
"2025-09-01 01:00";24.26;"A";49.7;"A";997.71;"A";266;"A";38;"A";0;"A";28;"A";9;"A";22.95;"A";13.77;"A";9.64;"A"
"2025-09-01 01:15";24.09;"A";50.98;"A";997.68;"A";240;"A";38;"A";0;"A";28;"A";10;"A";21.04;"A";12.64;"A";8.85;"A"
"2025-09-01 01:30";24.02;"A";52.05;"A";997.77;"A";210;"A";37;"A";0;"A";27;"A";10;"A";19.8;"A";11.72;"A";8.07;"A"
"2025-09-01 01:45";24.03;"A";52.96;"A";997.71;"A";172;"A";37;"A";0;"A";21;"A";17;"A";18.09;"A";10.74;"A";7.46;"A"
"2025-09-01 02:00";23.81;"A";54.68;"A";997.59;"A";142;"A";37;"A";0;"A";15;"A";23;"A";16.66;"A";8.9;"A";6.02;"A"
"2025-09-01 02:15";23.47;"A";56.36;"A";997.49;"A";128;"A";36;"A";0;"A";14;"A";22;"A";15.67;"A";8.84;"A";6.09;"A"
"2025-09-01 02:30";23.24;"A";57.75;"A";997.52;"A";139;"A";36;"A";0;"A";17;"A";20;"A";17.21;"A";9.29;"A";6.6;"A"
"2025-09-01 02:45";23.01;"A";58.84;"A";997.59;"A";140;"A";36;"A";0;"A";16;"A";21;"A";18.14;"A";10.15;"A";7.17;"A"
"2025-09-01 03:00";22.9;"A";61.37;"A";997.44;"A";131;"A";38;"A";0;"A";16;"A";22;"A";16.23;"A";9.8;"A";6.63;"A"
"2025-09-01 03:15";22.95;"A";67.54;"A";997.55;"A";132;"A";39;"A";0;"A";14;"A";25;"A";15.45;"A";8.95;"A";6.6;"A"
"2025-09-01 03:30";22.93;"A";74.65;"A";997.6;"A";136;"A";38;"A";0;"A";11;"A";27;"A";15.93;"A";10.8;"A";7.87;"A"
"2025-09-01 03:45";22.78;"A";76.41;"A";997.64;"A";113;"A";34;"A";0;"A";8;"A";26;"A";18.2;"A";12.41;"A";8.61;"A"
"2025-09-01 04:00";22.66;"A";76.53;"A";997.56;"A";99;"A";34;"A";0;"A";8;"A";26;"A";17.4;"A";11.65;"A";8.48;"A"
"2025-09-01 04:15";22.51;"A";77.24;"A";997.31;"A";97;"A";33;"A";0;"A";8;"A";25;"A";13.61;"A";9.68;"A";8.52;"A"
"2025-09-01 04:30";22.36;"A";77.81;"A";997.22;"A";97;"A";31;"A";0;"A";8;"A";23;"A";13.25;"A";9.58;"A";8.69;"A"
"2025-09-01 04:45";22.17;"A";77.63;"A";997.21;"A";96;"A";31;"A";0;"A";7;"A";24;"A";17.27;"A";12.07;"A";9.16;"A"
"2025-09-01 05:00";21.97;"A";79.08;"A";997.01;"A";102;"A";30;"A";0;"A";7;"A";22;"A";13.61;"A";9.73;"A";9.05;"A"
"2025-09-01 05:15";21.86;"A";80.31;"A";996.93;"A";107;"A";29;"A";0;"A";9;"A";20;"A";14.65;"A";10.48;"A";9.77;"A"
"2025-09-01 05:30";21.78;"A";80.95;"A";996.96;"A";108;"A";29;"A";0;"A";8;"A";21;"A";15.31;"A";10.97;"A";10.24;"A"
"2025-09-01 05:45";21.72;"A";81.48;"A";996.98;"A";108;"A";29;"A";0;"A";9;"A";20;"A";15.16;"A";10.86;"A";10.13;"A"
"2025-09-01 06:00";21.8;"A";83.08;"A";997.13;"A";123;"A";31;"A";0;"A";12;"A";19;"A";17.3;"A";12.42;"A";11.62;"A"
"2025-09-01 06:15";21.99;"A";84.19;"A";997.29;"A";119;"A";32;"A";0;"A";10;"A";23;"A";18.08;"A";13;"A";12.17;"A"
